Numb,Wav,,ECG,,E4-EDA,,E4-TEMP,,Segment ID,Total Evaluation,,,Eval01F,,,Eval02M,,,Eval03F,,,Eval04F,,,Eval05M,,,Eval06M,,,Eval07M,,,Eval08F,,,Eval09M,,,Eval10F,,
98,217.752,222.698,-0.1084514,-0.007230093,4.736757,5.53819,31.47,31.53,Sess03_script02_M022,sad,2.2,2.4,sad,2,2,sad,1,2,neutral,3,3,sad,2,3,sad,3,2,sad,2,2,sad,2,2,sad,2,3,neutral,3,2,sad,2,3
99,222.698,233.743,-0.007230093,-0.1012213,5.53819,5.239622,31.53,31.73,Sess03_script02_F023,sad,2.2,2.3,sad,2,2,sad,2,2,sad,3,2,sad,2,3,neutral,3,2,sad,2,2,neutral,2,2,sad,2,3,neutral,2,2,sad,2,3
100,233.743,252.006,-0.1012213,-0.1229116,5.239622,6.926254,31.73,31.95,Sess03_script02_M023,sad,2.7,3.5,neutral,4,4,sad,3,4,neutral,4,3,sad,2,3,happy,4,5,sad,2,2,sad,2,3,sad,2,4,neutral,2,4,neutral,2,3
101,252.006,255.352,-0.1229116,0.08676112,6.926254,5.435252,31.95,31.95,Sess03_script02_F024,sad,2.7,2.7,sad,3,2,sad,3,2,neutral,3,3,sad,2,3,neutral,4,3,sad,2,2,neutral,3,3,sad,2,3,neutral,3,3,sad,2,3
102,255.352,265.034,0.08676112,0.09399121,5.435252,4.528264,31.95,31.97,Sess03_script02_M024,sad,1.9,2.4,sad,2,2,sad,1,2,neutral,3,3,sad,2,3,sad,2,2,sad,1,2,sad,2,2,sad,2,3,sad,2,2,sad,2,3
103,265.034,270.586,0.09399121,-0.09399121,4.528264,4.634244,31.97,31.97,Sess03_script02_F025,surprise,2.2,3.1,surprise,3,3,surprise,3,3,surprise,3,3,surprise,1,4,sad,2,2,surprise,1,1,surprise,2,5,sad,2,4,neutral,3,3,neutral,2,3
104,270.586,275.389,-0.09399121,0.01807523,4.634244,5.177562,31.97,31.99,Sess03_script02_M025,surprise,2,3.6,surprise,2,3,surprise,2,4,surprise,3,4,surprise,1,4,surprise,2,4,surprise,1,1,surprise,2,5,surprise,2,4,surprise,3,4,surprise,2,3
105,275.389,278.606,0.01807523,-0.01446019,5.177562,4.90334,31.99,32,Sess03_script02_F026,surprise,2.1,3.3,surprise,2,3,surprise,3,3,surprise,3,4,surprise,1,4,surprise,2,4,surprise,1,1,surprise,2,4,surprise,2,4,surprise,3,3,surprise,2,3
106,278.606,280.25,-0.01446019,-0.02892037,4.90334,4.871305,32,32.03,Sess03_script02_M026,surprise,1.9,3.4,surprise,1,3,surprise,2,3,surprise,3,3,surprise,1,4,surprise,2,4,fear,1,1,surprise,2,5,surprise,2,4,surprise,3,4,surprise,2,3
107,280.25,282.066,-0.02892037,2.187103,4.871305,4.852084,32.03,32,Sess03_script02_F027,surprise,2.1,3.2,surprise,2,3,sad,3,2,surprise,3,3,surprise,1,5,surprise,2,4,sad,1,1,surprise,2,4,surprise,2,4,neutral,3,3,neutral,2,3
108,282.066,288.407,2.187103,-0.1482169,4.852084,4.822612,32,32.07,Sess03_script02_F028,surprise,3.7,3.5,surprise,4,3,happy,4,3,happy,4,3,happy,5,4,surprise,2,4,surprise,4,4,surprise,4,4,surprise,3,4,surprise,3,3,happy,4,3
109,288.407,289.013,-0.1482169,-0.1446019,4.822612,4.823893,32.07,32.07,Sess03_script02_M027,happy,4.1,3.5,happy,4,3,happy,4,3,happy,4,3,happy,5,4,happy,4,4,surprise,4,4,happy,4,4,happy,4,4,happy,4,3,happy,4,3
110,289.013,294.953,-0.1446019,-0.1084514,4.823893,4.771355,32.07,32.11,Sess03_script02_F029,happy,3.7,3.3,surprise,3,3,surprise,3,3,happy,4,3,happy,5,4,happy,4,4,happy,4,4,surprise,3,3,neutral,3,3,neutral,4,3,neutral,4,3
111,294.953,296.202,-0.1084514,-0.007230093,4.771355,4.755979,32.11,32.15,Sess03_script02_M028,surprise,3.4,3.3,surprise,3,3,surprise,3,3,surprise,3,3,surprise,4,4,happy,4,3,surprise,4,4,surprise,4,4,neutral,3,3,neutral,3,3,neutral,3,3
112,296.202,306.286,-0.007230093,0.03615047,4.755979,6.066987,32.15,32.43,Sess03_script02_F030,surprise,2.8,3.2,surprise,2,3,surprise,4,3,surprise,3,3,surprise,2,4,happy,4,3,surprise,4,4,neutral,2,3,surprise,3,3,surprise,2,3,sad,2,3
113,306.286,308.861,0.03615047,-0.0542257,6.066987,5.636433,32.43,32.39,Sess03_script02_M029,surprise,2.6,4,surprise,2,4,surprise,3,4,surprise,3,4,sad,3,4,surprise,2,5,surprise,4,4,surprise,2,4,surprise,2,4,surprise,3,4,surprise,2,3
114,308.861,318.929,-0.0542257,-0.003615046,5.636433,5.777813,32.39,32.39,Sess03_script02_F031,neutral,2.6,3.5,sad,2,2,neutral,3,3,neutral,3,3,happy,2,4,surprise,2,5,surprise,4,4,sad,1,4,surprise,3,4,neutral,3,3,neutral,3,3
115,318.929,320.185,-0.003615046,-0.003615046,5.777813,5.368492,32.39,32.47,Sess03_script02_M030,sad,2.5,3.3,sad,2,3,sad,3,3,neutral,3,3,sad,2,3,neutral,4,3,neutral,4,4,sad,1,4,surprise,2,4,neutral,2,3,sad,2,3
116,320.185,331.01,-0.003615046,-0.03253542,5.368492,5.326757,32.47,32.37,Sess03_script02_F032,neutral,2.5,3,sad,1,2,sad,3,2,neutral,3,3,happy,2,3,neutral,4,3,neutral,4,4,neutral,2,3,surprise,2,4,neutral,2,3,neutral,2,3
117,331.01,334.424,-0.03253542,-0.01084514,5.326757,5.262687,32.37,32.43,Sess03_script02_M031,neutral,2.8,2.6,sad,1,1,sad,2,2,neutral,3,3,happy,2,3,happy,4,2,happy,4,4,neutral,2,3,sad,3,3,neutral,3,2,neutral,4,3
118,334.424,342.262,-0.01084514,-0.08676112,5.262687,7.253709,32.43,32.47,Sess03_script02_F033,happy,3.5,3,surprise,3,3,neutral,4,3,neutral,4,3,happy,4,3,happy,4,2,happy,4,4,surprise,2,3,sad,3,3,neutral,3,3,happy,4,3
119,342.262,353.2,-0.08676112,-0.1373718,7.253709,5.831632,32.47,32.55,Sess03_script02_M032,happy,4.4,3.8,happy,4,3,happy,4,4,happy,4,4,happy,5,3,happy,5,4,happy,5,5,happy,4,4,happy,4,4,happy,4,4,happy,5,3
120,6.404,11.458,1.832829,-0.04338056,4.438189,5.050703,32.95,32.91,Sess03_script03_M001,neutral,3,2.9,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
121,11.458,14.497,-0.04338056,0.01446019,5.050703,5.269823,32.91,32.91,Sess03_script03_F001,neutral,3,2.9,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
122,14.497,18.817,0.01446019,-0.08676112,5.269823,4.896934,32.91,32.83,Sess03_script03_M002,neutral,2.4,2.9,neutral,2,3,neutral,2,3,neutral,3,3,neutral,2,3,neutral,2,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,2,3
123,18.817,22.939,-0.08676112,-0.09399121,4.896934,4.791858,32.83,32.79,Sess03_script03_F002,neutral,2.5,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,2,3,neutral,2,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,2,3
124,22.939,34.347,-0.09399121,0.01807523,4.791858,4.984069,32.79,32.75,Sess03_script03_M003,neutral,3,2.9,neutral,4,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,2,2,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3
125,34.347,37.205,0.01807523,-0.159062,4.984069,4.574395,32.75,32.73,Sess03_script03_F003,neutral,2.8,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
126,37.205,51.559,-0.159062,-0.2566683,4.574395,4.894747,32.73,32.66,Sess03_script03_M004,neutral,2.1,2.9,neutral,2,3,disgust,2,3,neutral,3,3,neutral,2,3,disgust,2,3,neutral,2,3,neutral,2,3,disgust,2,3,neutral,2,2,neutral,2,3
127,51.559,59.513,-0.2566683,-0.1084514,4.894747,4.945627,32.66,32.66,Sess03_script03_F004,neutral,2.1,3,neutral,2,3,neutral,2,3,neutral,3,3,neutral,2,3,disgust,2,3,neutral,2,3,neutral,2,3,disgust,2,3,neutral,2,3,neutral,2,3
128,59.513,65.227,-0.1084514,-0.1156815,4.945627,5.032763,32.66,32.68,Sess03_script03_M005,neutral,2.7,3,neutral,2,3,disgust,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3
129,65.227,69.585,-0.1156815,-0.1301417,5.032763,5.195501,32.68,32.71,Sess03_script03_F005,neutral,3,3,surprise,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,surprise,4,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3
130,69.585,77.609,-0.1301417,-0.1084514,5.195501,4.544546,32.71,32.49,Sess03_script03_M006,neutral,3.4,3.2,surprise,3,4,neutral,4,3,neutral,3,3,neutral,2,3,neutral,4,4,neutral,4,3,neutral,3,3,neutral,4,3,surprise,4,3,neutral,3,3
131,77.609,86.729,-0.1084514,-0.1048364,4.544546,4.434345,32.49,32.45,Sess03_script03_F006,neutral,3,3,surprise,3,3,neutral,4,3,neutral,3,3,neutral,2,3,neutral,4,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
132,86.729,95.004,-0.1048364,-0.07591598,4.434345,5.064798,32.45,32.63,Sess03_script03_M007,neutral,2.9,2.9,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,2,3,neutral,2,2,neutral,3,3,neutral,4,3,neutral,3,3,neutral,2,3
133,95.004,100.665,-0.07591598,-0.06145579,5.064798,5.228818,32.63,32.66,Sess03_script03_F007,neutral,2.7,2.9,neutral,3,3,neutral,3,3,neutral,3,3,neutral,2,3,neutral,2,3,surprise,2,2,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
134,100.665,109.467,-0.06145579,0.08676112,5.228818,5.296733,32.66,32.65,Sess03_script03_M008,disgust,2.3,2.8,disgust,2,3,disgust,1,3,neutral,2,3,disgust,2,3,disgust,2,3,disgust,2,2,neutral,2,3,surprise,4,3,neutral,4,2,neutral,2,3
135,109.467,112.363,0.08676112,-0.0542257,5.296733,5.269823,32.65,32.66,Sess03_script03_F008,neutral,2.8,2.9,neutral,3,3,disgust,3,3,neutral,3,3,disgust,2,3,disgust,2,3,disgust,2,2,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3
136,112.363,117.862,-0.0542257,0.01084514,5.269823,5.146808,32.66,32.66,Sess03_script03_M009,neutral,2.6,3,neutral,2,3,disgust,2,4,neutral,3,3,disgust,2,3,neutral,2,3,disgust,2,2,neutral,2,3,neutral,4,3,neutral,4,3,neutral,3,3
137,117.862,120.331,0.01084514,-0.02530533,5.146808,5.208315,32.66,32.71,Sess03_script03_F009,neutral,2.8,2.9,neutral,3,3,neutral,3,3,neutral,3,3,disgust,2,3,neutral,2,3,neutral,2,2,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3
138,120.331,123.442,-0.02530533,-0.09037616,5.208315,5.098114,32.71,32.77,Sess03_script03_M010,neutral,3,3.1,neutral,3,4,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,2,3
139,123.442,128.831,-0.09037616,2.436541,5.098114,5.150652,32.77,32.79,Sess03_script03_F010,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
140,128.831,132.302,2.436541,-0.1156815,5.150652,5.191657,32.79,32.79,Sess03_script03_M011,neutral;disgust,2.2,2.9,disgust,2,3,disgust,2,3,neutral,3,3,disgust,2,3,neutral,2,3,disgust,2,2,neutral,3,3,disgust,2,3,neutral,2,3,neutral,2,3
141,132.302,134.321,-0.1156815,-0.003615046,5.191657,5.244195,32.79,32.81,Sess03_script03_F011,neutral,2.3,2.9,neutral,2,3,neutral,3,3,neutral,3,3,disgust,2,3,neutral,2,3,disgust,2,2,disgust,2,3,disgust,2,3,neutral,2,3,sad,3,3
142,134.321,143.024,-0.003615046,-0.3398144,5.244195,4.953315,32.81,32.83,Sess03_script03_M012,neutral,2.3,3,neutral,3,4,neutral,2,3,neutral,3,3,disgust,2,3,neutral,2,3,neutral,2,2,neutral,2,3,disgust,2,3,neutral,3,3,neutral,2,3
143,143.024,147.34,-0.3398144,0.01446019,4.953315,5.041732,32.83,32.87,Sess03_script03_F012,neutral,2.6,3,neutral,3,3,neutral,3,3,neutral,3,3,disgust,2,3,neutral,2,3,neutral,3,3,neutral,2,3,neutral,2,3,neutral,3,3,neutral,3,3
144,147.34,167.677,0.01446019,-0.1048364,5.041732,4.853365,32.87,32.81,Sess03_script03_M013,neutral,2.5,2.9,neutral,3,3,happy,3,3,neutral,3,3,disgust,2,3,neutral,2,3,neutral,2,2,neutral,3,3,disgust,2,3,neutral,2,3,neutral,3,3
145,167.677,171.64,-0.1048364,-0.06507084,4.853365,5.303692,32.81,32.84,Sess03_script03_F013,neutral,3.3,3,neutral,4,3,happy,2,3,happy,3,3,disgust,3,3,neutral,2,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,3,3
146,171.64,187.548,-0.06507084,0.5856376,5.303692,5.172988,32.84,32.99,Sess03_script03_M014,neutral,3.3,3.1,neutral,3,4,happy,3,3,neutral,3,3,happy,3,3,neutral,2,3,neutral,4,3,neutral,3,3,happy,4,3,neutral,4,3,neutral,4,3
147,187.548,190.54,0.5856376,-0.09399121,5.172988,5.035878,32.99,33,Sess03_script03_F014,neutral,3.1,3.2,neutral,3,4,neutral,3,3,neutral,3,3,happy,3,3,neutral,2,3,surprise,4,4,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3
148,190.54,197.205,-0.09399121,-0.06868588,5.035878,5.044847,33,32.99,Sess03_script03_M015,neutral,3.3,3.2,neutral,4,4,happy,3,3,neutral,3,3,happy,3,3,neutral,2,3,neutral,4,4,neutral,4,3,neutral,4,3,neutral,3,3,neutral,3,3
149,197.205,203.394,-0.06868588,-0.3325843,5.044847,5.052536,32.99,33.09,Sess03_script03_F015,neutral,3.2,3,neutral,4,3,neutral,3,3,neutral,3,3,happy,3,3,neutral,2,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3
150,203.394,216.318,-0.3325843,-0.5350268,5.052536,5.017938,33.09,33.21,Sess03_script03_M016,angry,2,3,angry,2,3,angry,2,3,disgust,3,3,angry,2,3,angry,2,3,angry,2,2,neutral,2,3,disgust,2,3,neutral,2,4,angry,1,3
151,216.318,226.418,-0.5350268,-0.1012213,5.017938,5.037159,33.21,33.21,Sess03_script03_F016,neutral,2.7,2.9,neutral,4,3,disgust,2,3,neutral,3,3,happy,3,3,angry,2,3,disgust,2,2,neutral,3,3,happy,4,3,neutral,2,3,angry,2,3
152,226.418,235.044,-0.1012213,-0.0469956,5.037159,4.966129,33.21,33.27,Sess03_script03_M017,happy,3,3.1,happy,4,4,happy,4,3,neutral,3,3,happy,2,3,happy,2,3,disgust,2,2,neutral,3,4,happy,4,3,neutral,4,3,happy,2,3
153,235.044,241.085,-0.0469956,-0.151832,4.966129,5.01226,33.27,33.29,Sess03_script03_F017,neutral,2.6,2.8,surprise,3,2,neutral,3,3,neutral,3,3,surprise,2,3,neutral,2,3,angry,2,2,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3
154,241.085,246.4,-0.151832,-0.01446019,5.01226,4.922562,33.29,33.31,Sess03_script03_M018,angry,2,3.5,surprise,2,4,angry,2,4,angry,3,3,angry,2,4,angry,1,4,angry,2,2,angry,2,4,surprise,2,4,angry,2,3,angry,2,3
155,246.4,269.101,-0.01446019,0.03615047,4.922562,4.725224,33.31,33.39,Sess03_script03_F018,angry,1.9,3.3,neutral,2,3,surprise,2,2,angry,3,3,angry,2,4,angry,1,4,angry,1,2,angry,2,4,surprise,2,4,angry,2,4,angry,2,3
156,269.101,279.881,0.03615047,0.07591598,4.725224,4.647059,33.39,33.34,Sess03_script03_F019,angry,1.8,3,angry,2,2,surprise,2,2,angry,2,3,angry,2,4,angry,1,4,angry,1,1,angry,2,4,disgust,2,4,neutral,2,3,neutral,2,3
157,279.881,293.05,0.07591598,-0.06145579,4.647059,4.726506,33.34,33.34,Sess03_script03_M019,angry,1.4,4.1,angry,1,5,angry,1,5,angry,2,4,angry,2,5,angry,1,4,angry,1,1,angry,1,4,angry,2,4,angry,2,4,angry,1,5
158,4.712,7.927,0.007230093,-0.02530533,4.152812,3.742088,32.89,32.81,Sess03_script04_F001,neutral,2.6,2.7,neutral,2,3,neutral,2,3,neutral,3,3,neutral,3,2,neutral,3,3,neutral,2,2,neutral,3,3,neutral,3,2,neutral,2,3,neutral,3,3
159,7.927,10.132,-0.02530533,-0.05061065,3.742088,3.694676,32.81,32.83,Sess03_script04_M001,neutral,2.7,2.5,neutral,2,3,neutral,2,3,neutral,3,3,neutral,3,2,neutral,3,2,neutral,2,2,neutral,3,3,neutral,3,2,neutral,3,2,neutral,3,3
160,10.132,11.986,-0.05061065,-0.1482169,3.694676,3.786937,32.83,32.87,Sess03_script04_F002,neutral,2.8,2.6,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,2,neutral,3,2,neutral,2,2,neutral,3,3,neutral,3,2,neutral,3,3,neutral,3,3
161,11.986,15.991,-0.1482169,-0.2638984,3.786937,3.849726,32.87,32.83,Sess03_script04_M002,neutral,2.6,2.5,neutral,1,3,neutral,2,3,neutral,3,3,neutral,3,2,neutral,3,2,neutral,2,2,neutral,3,3,neutral,3,2,neutral,3,2,neutral,3,3
162,15.991,24.527,-0.2638984,-0.09760625,3.849726,4.157264,32.83,32.89,Sess03_script04_F003,neutral,2.8,2.6,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,2,neutral,3,2,neutral,2,2,neutral,3,3,neutral,3,2,neutral,3,3,neutral,3,3
163,24.527,26.622,-0.09760625,-0.5133366,4.157264,4.09832,32.89,32.89,Sess03_script04_M003,neutral,2.9,2.5,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,2,neutral,2,2,neutral,3,3,neutral,3,2,neutral,3,2,neutral,3,3
164,26.622,30.092,-0.5133366,-0.0469956,4.09832,4.216209,32.89,32.89,Sess03_script04_F004,neutral,2.9,2.6,surprise,3,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,2,neutral,2,2,neutral,3,3,neutral,3,2,neutral,3,3,neutral,3,3
165,30.092,37.885,-0.0469956,-0.231363,4.216209,4.336661,32.89,32.84,Sess03_script04_M004,neutral,2.6,2.5,neutral,3,3,disgust,2,3,neutral,3,3,neutral,2,2,neutral,3,2,neutral,2,2,neutral,2,3,neutral,3,2,neutral,3,2,neutral,3,3
166,37.885,44.724,-0.231363,0,4.336661,4.117541,32.84,32.87,Sess03_script04_F005,neutral,2.7,2.5,angry,3,2,neutral,2,3,neutral,3,3,neutral,3,2,neutral,3,2,neutral,2,2,neutral,2,3,neutral,3,2,neutral,3,3,neutral,3,3
167,44.724,48.252,0,-0.3217391,4.117541,4.079098,32.87,32.81,Sess03_script04_M005,neutral,2.3,2.8,angry,2,2,angry,2,3,neutral,3,3,neutral,2,2,neutral,2,4,neutral,2,2,neutral,2,3,neutral,3,2,neutral,3,4,angry,2,3
168,48.252,58.215,-0.3217391,-0.1807523,4.079098,4.008621,32.81,32.77,Sess03_script04_F006,neutral,2.3,2.5,neutral,3,2,neutral,2,2,neutral,3,3,disgust,2,2,neutral,2,3,neutral,2,2,neutral,2,3,neutral,3,2,neutral,2,3,neutral,2,3
169,58.215,66.982,-0.1807523,0.1084514,4.008621,3.999651,32.77,32.77,Sess03_script04_M006,neutral,2.3,2.7,angry,3,2,neutral,2,3,neutral,2,3,disgust,2,2,neutral,2,3,neutral,2,2,neutral,2,3,neutral,3,3,neutral,3,3,neutral,2,3
170,66.982,77.548,0.1084514,-0.1012213,3.999651,3.97146,32.77,32.75,Sess03_script04_F007,neutral,2.2,2.7,angry,3,2,neutral,2,3,neutral,2,3,neutral,2,2,neutral,2,3,neutral,2,2,neutral,2,3,neutral,3,3,neutral,2,3,neutral,2,3
171,77.548,93.938,-0.1012213,1.699072,3.97146,3.865103,32.75,32.75,Sess03_script04_F008,neutral,2.4,2.6,disgust,3,2,angry,2,3,neutral,3,3,disgust,2,2,neutral,2,2,neutral,2,2,neutral,2,3,neutral,3,3,neutral,3,3,neutral,2,3
172,93.938,106.427,1.699072,-0.06145579,3.865103,4.163671,32.75,32.77,Sess03_script04_M007,neutral,2.1,2.6,neutral,2,2,angry,2,3,neutral,2,3,disgust,2,3,neutral,2,2,disgust,2,2,neutral,2,3,disgust,2,3,neutral,3,2,neutral,2,3
173,106.427,111.111,-0.06145579,-0.3542745,4.163671,4.294375,32.77,32.75,Sess03_script04_F009,neutral,2.2,2.8,neutral,3,3,neutral,2,3,neutral,3,3,disgust,2,3,neutral,2,2,neutral,2,2,neutral,2,3,neutral,2,3,neutral,2,3,neutral,2,3
174,111.111,123.069,-0.3542745,-0.3325843,4.294375,4.894923,32.75,32.77,Sess03_script04_M008,neutral,2.2,2.8,neutral,3,3,angry,2,2,neutral,2,3,disgust,2,3,neutral,2,3,angry,2,2,neutral,2,3,disgust,2,3,neutral,3,3,neutral,2,3
175,123.069,141.759,-0.3325843,-0.3325843,4.894923,4.894923,32.77,32.77,Sess03_script04_F010,neutral,2.3,2.9,neutral,3,3,disgust,2,3,neutral,3,3,disgust,2,3,neutral,2,3,disgust,2,2,neutral,2,3,disgust,2,3,neutral,3,3,neutral,2,3
176,141.759,146.864,-0.3325843,-0.3325843,4.894923,4.894923,32.77,32.77,Sess03_script04_M009,neutral;disgust,2.1,2.7,disgust,3,2,angry,2,3,neutral,3,3,disgust,1,3,neutral,2,3,disgust,2,2,angry,2,3,disgust,2,3,neutral,2,2,neutral,2,3
177,146.864,150.423,-0.3325843,-0.3325843,4.894923,4.894923,32.77,32.77,Sess03_script04_F011,neutral,2.4,2.9,neutral,3,3,neutral,3,3,neutral,3,3,disgust,2,3,neutral,2,3,neutral,2,2,angry,2,3,disgust,2,3,neutral,3,3,neutral,2,3
178,150.423,163.148,-0.3325843,-0.3325843,4.894923,4.894923,32.77,32.77,Sess03_script04_M010,neutral,2,2.8,disgust,3,3,angry,2,3,neutral,2,3,disgust,1,3,neutral,2,3,neutral,2,2,neutral,2,3,disgust,2,3,neutral,2,2,angry,2,3
179,163.148,178.125,-0.3325843,-0.003615046,4.894923,4.973818,32.77,32.77,Sess03_script04_F012,neutral,2.3,2.9,neutral,3,3,neutral,3,3,neutral,2,3,disgust,2,3,neutral,2,3,neutral,2,2,neutral,2,3,neutral,2,3,neutral,3,3,neutral,2,3
180,178.125,190.586,-0.003615046,-0.01084514,4.973818,5.090978,32.77,32.79,Sess03_script04_M011,neutral,2.1,2.9,neutral,3,3,neutral,2,3,neutral,2,3,disgust,1,3,neutral,2,3,neutral,2,2,neutral,2,3,disgust,2,3,neutral,3,3,neutral,2,3
181,190.586,195.186,-0.01084514,-0.1301417,5.090978,5.045577,32.79,32.81,Sess03_script04_F013,neutral,2.3,2.9,neutral,3,3,neutral,3,3,neutral,3,3,disgust,1,3,neutral,2,3,neutral,2,2,neutral,2,3,disgust,2,3,neutral,3,3,neutral,2,3
182,195.186,219.724,-0.1301417,1.149585,5.045577,5.658217,32.81,32.99,Sess03_script04_M012,angry,1.9,3,neutral,3,3,angry,2,3,angry,2,3,disgust,1,3,angry,2,3,disgust,2,2,angry,1,3,disgust,2,4,angry,2,3,neutral,2,3
183,219.724,233.202,1.149585,-0.1301417,5.658217,5.917062,32.99,33.07,Sess03_script04_F014,neutral,2.1,2.9,neutral,3,3,angry,3,3,neutral,2,3,disgust,1,3,angry,2,3,neutral,2,2,angry,2,3,disgust,2,3,neutral,2,3,neutral,2,3
184,233.202,237.129,-0.1301417,-0.08314607,5.917062,5.071757,33.07,33.09,Sess03_script04_M013,neutral,2.1,3,neutral,3,3,disgust,2,4,neutral,2,3,disgust,2,3,neutral,2,3,disgust,2,2,neutral,2,3,disgust,2,3,neutral,2,3,angry,2,3
185,237.129,247.037,-0.08314607,0.03253542,5.071757,4.694471,33.09,33.16,Sess03_script04_F015,neutral,2.2,2.9,angry,3,3,neutral,2,3,neutral,2,3,neutral,2,3,neutral,2,3,neutral,2,2,neutral,2,3,disgust,2,3,neutral,3,3,neutral,2,3
186,247.037,273.884,0.03253542,-0.1156815,4.694471,4.425752,33.16,33.27,Sess03_script04_M014,neutral,2.1,2.9,neutral,3,3,angry,2,3,angry,3,3,disgust,1,3,angry,2,3,disgust,2,2,neutral,2,3,disgust,2,3,neutral,2,3,neutral,2,3
187,273.884,276.066,-0.1156815,-0.09760625,4.425752,4.392435,33.27,33.31,Sess03_script04_F016,neutral,2.2,2.9,neutral,3,3,neutral,2,3,neutral,2,3,disgust,2,3,neutral,2,3,neutral,2,2,neutral,2,3,disgust,2,3,neutral,3,3,neutral,2,3
188,276.066,295.104,-0.09760625,-0.1084514,4.392435,4.68844,33.31,33.39,Sess03_script04_M016,neutral,2.1,3,neutral,3,3,angry,2,3,neutral,2,3,disgust,2,3,neutral,2,3,angry,2,2,neutral,2,3,angry,2,4,neutral,2,3,neutral,2,3
189,4.609,14.651,-0.0469956,0.01084514,4.731632,4.92128,33.31,33.43,Sess03_script05_M001,happy,4.4,3.2,happy,4,3,happy,4,3,happy,4,3,happy,5,3,happy,5,4,happy,5,4,happy,4,3,happy,4,3,happy,4,3,happy,5,3
190,14.651,17.494,0.01084514,0.1048364,4.92128,4.959723,33.43,33.43,Sess03_script05_F001,happy,4.3,3.3,happy,4,3,happy,4,3,happy,4,4,happy,5,3,happy,5,4,happy,5,4,happy,4,3,happy,4,3,happy,4,3,happy,4,3
191,17.494,27.242,0.1048364,-0.07230093,4.959723,5.098114,33.43,33.37,Sess03_script05_M002,happy,4.4,3.3,happy,5,3,happy,4,4,happy,4,3,happy,5,3,happy,5,4,happy,5,4,happy,4,3,happy,4,3,happy,4,3,happy,4,3
192,27.242,29.013,-0.07230093,-0.1192965,5.098114,5.077612,33.37,33.39,Sess03_script05_F002,neutral;happy,3.8,3.1,happy,3,3,neutral,4,3,happy,3,3,happy,5,3,happy,5,4,neutral,4,3,neutral,4,3,happy,4,3,neutral,3,3,neutral,3,3
193,29.013,32.932,-0.1192965,-0.06145579,5.077612,5.228818,33.39,33.39,Sess03_script05_M003,neutral,3.2,2.9,surprise,3,2,neutral,3,3,happy,3,3,neutral,3,3,happy,4,4,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,3
194,32.932,37.725,-0.06145579,0.007230093,5.228818,5.215275,33.39,33.39,Sess03_script05_F003,neutral,3.2,3,happy,3,2,happy,3,3,happy,3,3,neutral,3,3,happy,4,4,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3
195,37.725,46.357,0.007230093,0.02530533,5.215275,5.410049,33.39,33.34,Sess03_script05_M004,happy,4,3.3,happy,4,4,happy,3,4,happy,4,3,happy,5,3,happy,4,4,neutral,4,3,happy,4,3,neutral,4,3,happy,4,3,happy,4,3
