Numb,Wav,,ECG,,E4-EDA,,E4-TEMP,,Segment ID,Total Evaluation,,,Eval01F,,,Eval02M,,,Eval03F,,,Eval04F,,,Eval05M,,,Eval06M,,,Eval07M,,,Eval08F,,,Eval09M,,,Eval10F,,
98,251.294,257.514,-0.1843674,0.05061065,3.883511,3.82584,33.11,33.13,Sess01_script02_M022,sad,2.2,2.4,sad,2,2,sad,1,2,surprise,3,3,sad,2,3,sad,2,2,sad,1,1,neutral,3,3,sad,3,3,neutral,3,2,sad,2,3
99,257.514,268.417,0.05061065,0.07230093,3.82584,3.80918,33.13,33.15,Sess01_script02_F023,sad,2.2,2.5,sad,2,2,sad,1,2,neutral,3,3,sad,2,3,sad,2,2,sad,1,1,neutral,3,3,sad,3,3,neutral,3,3,neutral,2,3
100,268.417,288.078,0.07230093,0.06145579,3.80918,4.301973,33.15,32.87,Sess01_script02_M023,neutral,2.9,3,neutral,4,4,sad,2,3,neutral,4,4,sad,2,3,happy,4,4,sad,1,1,neutral,4,3,sad,3,3,neutral,3,2,neutral,2,3
101,288.078,291.958,0.06145579,-0.07953102,4.301973,4.75527,32.87,32.66,Sess01_script02_F024,neutral;sad,2.5,2.6,sad,3,2,sad,2,2,neutral,3,3,sad,2,3,neutral,3,3,sad,1,1,neutral,3,3,sad,3,3,neutral,3,3,neutral,2,3
102,291.958,301.426,-0.07953102,-0.09037616,4.75527,4.362206,32.66,32.75,Sess01_script02_M024,sad,2.1,2.3,sad,2,2,sad,1,1,neutral,3,3,sad,2,3,sad,2,3,sad,1,1,neutral,2,3,sad,3,3,neutral,3,1,sad,2,3
103,301.426,305.986,-0.09037616,-0.4554959,4.362206,3.949543,32.75,32.75,Sess01_script02_F025,sad;surprise,2.3,2.6,surprise,3,2,sad,1,1,surprise,3,3,surprise,1,4,sad,2,3,sad,1,1,neutral,3,3,sad,3,3,surprise,3,3,neutral,3,3
104,305.986,313.454,-0.4554959,-0.0469956,3.949543,3.839937,32.75,32.68,Sess01_script02_M025,surprise,2.1,3.3,surprise,2,3,surprise,2,4,surprise,3,4,surprise,1,4,surprise,2,4,surprise,1,1,neutral,2,3,surprise,3,3,surprise,3,4,surprise,2,3
105,313.454,318.828,-0.0469956,0.05061065,3.839937,3.775859,32.68,32.68,Sess01_script02_F026,surprise,2.1,3.1,surprise,2,3,surprise,2,4,surprise,3,3,surprise,1,4,surprise,2,4,surprise,1,1,neutral,2,3,surprise,3,3,surprise,3,3,surprise,2,3
106,318.828,321.215,0.05061065,-0.09760625,3.775859,3.775859,32.68,32.68,Sess01_script02_M026,surprise,2.1,3.5,surprise,2,4,surprise,1,5,surprise,3,4,surprise,1,4,surprise,3,5,surprise,1,1,surprise,2,3,surprise,3,3,surprise,3,3,neutral,2,3
107,321.215,323.931,-0.09760625,-0.09037616,3.775859,3.870695,32.68,32.68,Sess01_script02_F027,surprise,2.3,3.4,surprise,3,3,surprise,2,4,surprise,3,4,surprise,1,4,surprise,3,5,surprise,1,1,surprise,2,4,surprise,3,3,surprise,3,3,neutral,2,3
108,323.931,329.264,-0.09037616,-0.06145579,3.870695,3.729723,32.68,32.65,Sess01_script02_F028,surprise,2.9,3.2,surprise,3,3,surprise,4,3,surprise,3,4,surprise,5,4,surprise,3,5,surprise,1,1,neutral,2,3,surprise,3,3,surprise,3,3,neutral,2,3
109,329.264,337.193,-0.06145579,-0.01084514,3.729723,3.648985,32.65,32.66,Sess01_script02_M027,happy,4.7,3.5,happy,5,4,surprise,5,4,happy,4,3,happy,5,4,happy,5,4,happy,4,3,happy,5,4,happy,4,3,happy,5,3,happy,5,3
110,337.193,344.421,-0.01084514,0.02530533,3.648985,3.675897,32.66,32.68,Sess01_script02_F029,happy,4.4,3.4,happy,4,3,happy,4,3,neutral,4,3,happy,5,4,happy,5,5,happy,4,3,happy,5,4,happy,4,3,neutral,4,3,happy,5,3
111,344.421,345.929,0.02530533,0.07591598,3.675897,3.909142,32.68,32.68,Sess01_script02_M028,surprise,3.7,3.1,surprise,3,2,surprise,4,3,surprise,3,3,surprise,5,4,happy,4,4,surprise,4,3,neutral,3,3,surprise,4,3,neutral,3,3,neutral,4,3
112,345.929,356.544,0.07591598,0.06507084,3.909142,4.564317,32.68,32.81,Sess01_script02_F030,neutral,3.4,2.9,sad,3,2,surprise,3,2,neutral,3,3,surprise,3,3,happy,4,4,neutral,4,3,neutral,3,3,surprise,4,3,neutral,3,3,neutral,4,3
113,356.544,361.97,0.06507084,0.09399121,4.564317,4.368614,32.81,32.83,Sess01_script02_M029,neutral,3,2.6,surprise,2,2,surprise,3,2,neutral,3,3,surprise,3,3,neutral,3,2,neutral,4,3,neutral,2,3,neutral,4,3,neutral,3,2,neutral,3,3
114,361.97,372.492,0.09399121,-0.1699072,4.368614,4.45576,32.83,32.81,Sess01_script02_F031,neutral,3.1,2.7,sad,3,2,sad,3,2,neutral,3,3,surprise,3,3,neutral,3,2,neutral,4,3,neutral,2,3,neutral,4,3,neutral,3,3,neutral,3,3
115,372.492,375.558,-0.1699072,1.695457,4.45576,4.450634,32.81,32.83,Sess01_script02_M030,neutral,2.9,2.7,sad,2,3,sad,2,2,neutral,4,3,surprise,2,3,sad,3,2,neutral,4,3,neutral,2,3,neutral,4,3,neutral,3,2,neutral,3,3
116,375.558,387.905,1.695457,-0.02530533,4.450634,4.389119,32.83,32.89,Sess01_script02_F032,neutral,2.9,2.8,sad,3,3,sad,2,2,neutral,3,3,surprise,3,3,sad,3,3,neutral,4,3,neutral,2,3,sad,4,3,neutral,3,2,neutral,2,3
117,387.905,391.746,-0.02530533,0.02892037,4.389119,4.428848,32.89,32.81,Sess01_script02_M031,sad,3.6,3.1,sad,4,3,sad,3,2,neutral,4,3,surprise,5,3,happy,4,5,happy,4,3,sad,1,4,sad,4,3,neutral,3,2,neutral,4,3
118,391.746,400.644,0.02892037,0.0542257,4.428848,4.444226,32.81,32.71,Sess01_script02_F033,sad,3.5,3.3,sad,3,3,sad,2,2,sad,4,3,happy,5,3,happy,4,5,happy,4,4,sad,2,3,sad,4,4,neutral,3,3,happy,4,3
119,400.644,410.95,0.0542257,-0.2385931,4.444226,4.52881,32.71,32.59,Sess01_script02_M032,happy,3.9,3.4,sad,3,3,sad,3,2,neutral,3,3,happy,5,3,happy,5,5,happy,5,4,sad,2,4,happy,5,4,neutral,3,3,happy,5,3
120,4.457,6.781,0.01084514,-0.09037616,4.532654,4.512149,32.84,32.83,Sess01_script03_F001,neutral,3,2.9,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
121,6.781,9.816,-0.09037616,-0.1446019,4.512149,4.472421,32.83,32.83,Sess01_script03_M001,neutral,3,2.5,neutral,3,3,neutral,3,2,neutral,3,3,neutral,3,2,neutral,3,2,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,2,neutral,3,3
122,9.816,11.776,-0.1446019,-0.2169028,4.472421,4.612111,32.83,32.83,Sess01_script03_F002,neutral,3,2.5,neutral,3,3,neutral,3,2,neutral,3,3,neutral,3,2,neutral,3,2,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,2,neutral,3,3
123,11.776,17.024,-0.2169028,0.06868588,4.612111,4.153312,32.83,33.03,Sess01_script03_M002,neutral,3,2.5,neutral,3,3,neutral,3,2,neutral,3,3,neutral,3,2,neutral,3,2,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,2,neutral,3,3
124,17.024,27.518,0.06868588,1.558085,4.153312,4.065493,33.03,32.89,Sess01_script03_F003,neutral,2.9,2.5,neutral,3,3,neutral,2,2,neutral,3,3,neutral,3,2,neutral,3,2,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,2,neutral,3,3
125,27.518,31.913,1.558085,0.03976551,4.065493,4.183396,32.89,32.97,Sess01_script03_M003,neutral,2.9,2.6,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,2,2,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,2,neutral,3,3
126,31.913,35.549,0.03976551,0.03976551,4.183396,3.947589,32.97,33.03,Sess01_script03_F004,neutral,2.9,2.6,neutral,3,3,disgust,3,3,neutral,3,3,neutral,3,2,neutral,2,2,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,2,neutral,3,3
127,35.549,43.483,0.03976551,0.05784074,3.947589,4.274387,33.03,33.07,Sess01_script03_M004,neutral,2.8,2.4,neutral,3,2,angry,3,2,neutral,3,3,disgust,3,2,neutral,2,2,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,2,neutral,2,3
128,43.483,49.859,0.05784074,-0.01446019,4.274387,4.179552,33.07,33.07,Sess01_script03_F005,neutral,2.8,2.6,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,2,2,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,2,neutral,2,3
129,49.859,51.67,-0.01446019,-0.2024426,4.179552,4.141105,33.07,33.07,Sess01_script03_M005,neutral,2.5,2.2,angry,2,1,angry,3,2,neutral,3,3,disgust,2,2,neutral,2,2,neutral,2,2,neutral,3,3,neutral,2,2,neutral,3,2,neutral,3,3
130,51.67,62.582,-0.2024426,-0.05061065,4.141105,4.101376,33.07,33.13,Sess01_script03_F006,neutral,2.6,2.5,neutral,3,3,neutral,3,3,neutral,3,3,disgust,2,2,neutral,2,2,neutral,2,2,neutral,3,3,neutral,2,2,neutral,3,2,neutral,3,3
131,62.582,72.988,-0.05061065,0.04338056,4.101376,4.039861,33.13,33.05,Sess01_script03_M006,neutral,2.2,2.4,neutral,2,3,neutral,2,2,neutral,3,3,disgust,2,2,neutral,2,2,neutral,1,2,neutral,3,3,neutral,2,2,neutral,3,2,neutral,2,3
132,72.988,83.1,0.04338056,-0.003615046,4.039861,3.925802,33.05,33.07,Sess01_script03_F007,neutral,2.5,2.5,neutral,3,3,neutral,3,3,neutral,3,3,disgust,2,2,neutral,2,2,neutral,2,2,neutral,3,3,neutral,2,2,neutral,3,2,neutral,2,3
133,83.1,103.317,-0.003615046,-0.1879824,3.925802,4.011667,33.07,32.95,Sess01_script03_F008,neutral,2.3,2.6,neutral,3,3,neutral,2,3,neutral,3,3,disgust,2,2,neutral,2,2,neutral,2,2,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,3
134,103.317,118.812,-0.1879824,-0.4808012,4.011667,3.652829,32.95,32.99,Sess01_script03_M007,neutral,2,2.2,angry,1,1,disgust,2,3,neutral,3,3,disgust,2,2,neutral,2,2,disgust,1,1,neutral,2,3,disgust,2,2,neutral,3,2,neutral,2,3
135,118.812,121.796,-0.4808012,0.06868588,3.652829,3.590033,32.99,32.97,Sess01_script03_F009,neutral,2.3,2.5,neutral,3,3,neutral,2,3,neutral,3,3,disgust,2,2,neutral,2,2,neutral,2,2,neutral,2,3,neutral,2,2,neutral,3,2,neutral,2,3
136,121.796,134.321,0.06868588,-0.39404,3.590033,3.613851,32.97,32.95,Sess01_script03_M008,neutral,2.1,2.2,angry,2,2,angry,2,2,neutral,3,3,disgust,2,2,neutral,2,2,neutral,1,1,neutral,2,3,neutral,2,2,neutral,3,2,neutral,2,3
137,134.321,149.769,-0.39404,-0.1084514,3.613851,3.506199,32.95,33,Sess01_script03_F010,neutral,2.4,2.6,neutral,3,3,neutral,3,3,neutral,3,3,disgust,2,2,neutral,2,2,neutral,2,2,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,3
138,149.769,159.522,-0.1084514,-0.469956,3.506199,3.376762,33,33.05,Sess01_script03_M009,neutral,2.5,2.4,angry,4,1,angry,3,3,neutral,3,3,disgust,1,2,neutral,2,2,neutral,1,2,neutral,4,3,neutral,2,2,neutral,3,3,neutral,2,3
139,159.522,162.637,-0.469956,-0.2024426,3.376762,3.353693,33.05,33.05,Sess01_script03_F011,neutral,2.5,2.6,neutral,3,3,neutral,3,3,neutral,3,3,disgust,1,2,neutral,2,2,neutral,2,2,neutral,3,3,neutral,2,2,neutral,3,3,neutral,3,3
140,162.637,175.233,-0.2024426,-0.5024915,3.353693,3.412645,33.05,33.03,Sess01_script03_M010,neutral,2,2.4,angry,2,1,angry,2,3,neutral,3,3,disgust,1,3,neutral,2,2,neutral,1,1,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,3
141,175.233,185.262,-0.5024915,-0.1156815,3.412645,3.421616,33.03,32.97,Sess01_script03_F012,neutral,2.1,2.7,neutral,3,3,neutral,2,3,neutral,2,3,disgust,1,3,neutral,2,2,neutral,2,2,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,3
142,185.262,196.715,-0.1156815,-0.1229116,3.421616,3.406238,32.97,32.95,Sess01_script03_M011,neutral,2.1,2.7,neutral,3,3,neutral,2,3,neutral,3,3,disgust,1,3,neutral,2,2,neutral,1,2,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,3
143,196.715,198.413,-0.1229116,-0.1807523,3.406238,3.408801,32.95,32.89,Sess01_script03_F013,neutral,2.3,2.7,neutral,3,3,neutral,2,3,neutral,3,3,disgust,1,3,neutral,2,2,neutral,2,2,neutral,3,3,neutral,2,2,neutral,3,3,neutral,2,3
144,198.413,205.067,-0.1807523,-0.155447,3.408801,3.51517,32.89,32.87,Sess01_script03_M012,neutral,2,2.6,neutral,2,3,neutral,2,3,neutral,2,3,disgust,1,3,neutral,2,2,neutral,1,1,neutral,3,3,neutral,2,2,neutral,3,3,neutral,2,3
145,205.067,227.352,-0.155447,0.05784074,3.51517,3.394704,32.87,33.11,Sess01_script03_M013,neutral,2,2.5,angry,2,1,neutral,2,3,neutral,3,3,disgust,1,3,neutral,2,3,neutral,1,1,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,3
146,227.352,238.432,0.05784074,-0.08676112,3.394704,3.344723,33.11,33.21,Sess01_script03_F014,neutral,2.3,2.8,neutral,3,3,neutral,2,3,neutral,3,3,disgust,1,3,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,2,neutral,3,3,neutral,2,3
147,238.432,241.599,-0.08676112,0.04338056,3.344723,3.134546,33.21,33.25,Sess01_script03_M014,neutral,2.4,2.8,neutral,3,3,neutral,3,3,neutral,3,3,disgust,1,3,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,2,neutral,3,3,neutral,2,3
148,241.599,249.452,0.04338056,0.7555447,3.134546,3.201188,33.25,33.07,Sess01_script03_F015,neutral,2.4,2.8,neutral,3,3,neutral,3,3,neutral,3,3,disgust,1,3,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,2,neutral,3,3,neutral,2,3
149,249.452,275.346,0.7555447,-0.545872,3.201188,3.07214,33.07,33.16,Sess01_script03_M015,neutral,2,2.7,neutral,2,3,neutral,3,3,neutral,2,3,disgust,1,3,neutral,2,3,neutral,1,1,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,3
150,275.346,276.977,-0.545872,0.03976551,3.07214,3.075984,33.16,33.23,Sess01_script03_F016,neutral,2.1,2.7,neutral,3,3,neutral,2,3,neutral,3,3,disgust,1,3,neutral,2,3,neutral,1,1,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,3
151,276.977,298.6,0.03976551,-0.1662921,3.075984,3.101615,33.23,33.05,Sess01_script03_M016,neutral,2,2.5,angry,2,1,neutral,2,3,neutral,3,3,disgust,1,3,neutral,2,3,neutral,1,1,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,3
152,5.184,8.596,-0.1084514,-0.03253542,3.654861,3.543365,33.23,33.27,Sess01_script04_M001,neutral,3,2.8,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,2,neutral,3,3
153,8.596,10.606,-0.03253542,-0.09760625,3.543365,3.957841,33.27,33.23,Sess01_script04_F001,neutral,3,2.8,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,2,neutral,3,3
154,10.606,13.451,-0.09760625,-0.1952125,3.957841,3.777141,33.23,32.99,Sess01_script04_M002,neutral,2.9,2.8,neutral,3,3,disgust,3,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,2,neutral,3,3
155,13.451,16.778,-0.1952125,0.02892037,3.777141,3.901453,32.99,33,Sess01_script04_F002,neutral,3,2.8,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,2,neutral,3,3
156,16.778,29.303,0.02892037,0.06868588,3.901453,3.709968,33,32.93,Sess01_script04_M003,neutral,3.2,2.8,neutral,4,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,2,2,neutral,3,2,neutral,4,3
157,29.303,30.133,0.06868588,0.05061065,3.709968,3.683055,32.93,32.91,Sess01_script04_F003,neutral,3.3,2.9,neutral,3,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,3,neutral,4,3
158,30.133,44.043,0.05061065,-0.06868588,3.683055,3.530549,32.91,32.97,Sess01_script04_M004,neutral,2.5,2.7,neutral,2,3,disgust,3,3,neutral,3,3,disgust,2,3,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,2,neutral,3,2,neutral,3,3
159,44.043,49.764,-0.06868588,0,3.530549,3.534394,32.97,32.95,Sess01_script04_F004,neutral,2.8,2.8,neutral,3,3,neutral,3,3,neutral,3,3,disgust,2,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,2,neutral,2,3
160,49.764,53.434,0,0.03976551,3.534394,3.472879,32.95,32.93,Sess01_script04_M005,neutral,2.6,2.8,neutral,3,3,neutral,2,3,neutral,3,3,disgust,2,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,2,2,neutral,3,2,neutral,3,3
161,53.434,56.821,0.03976551,-0.05784074,3.472879,3.456218,32.93,32.99,Sess01_script04_M006,neutral,3.1,2.8,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,2,neutral,3,3
162,56.821,61.496,-0.05784074,0.02530533,3.456218,3.370354,32.99,32.95,Sess01_script04_F005,neutral,3.2,2.8,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,3,2,neutral,3,2,neutral,3,3
163,61.496,69.733,0.02530533,0.06145579,3.370354,3.344723,32.95,32.87,Sess01_script04_M007,neutral,3.5,3,neutral,3,4,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,4,2,neutral,3,3,neutral,4,3
164,69.733,77.399,0.06145579,-0.02892037,3.344723,3.289615,32.87,32.93,Sess01_script04_F006,neutral,3.1,2.9,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,3,2,neutral,3,3,neutral,3,3
165,77.399,89.649,-0.02892037,1.821983,3.289615,3.14608,32.93,32.95,Sess01_script04_M008,neutral,3.2,2.9,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,3,2,neutral,3,3,neutral,3,3
166,89.649,95.886,1.821983,-0.4988764,3.14608,3.103789,32.95,32.79,Sess01_script04_F007,neutral,3.3,3,neutral,4,4,happy,4,3,neutral,3,3,disgust,2,3,happy,4,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,4,3,neutral,3,3
167,95.886,106.417,-0.4988764,-0.01807523,3.103789,2.610777,32.79,32.89,Sess01_script04_M009,neutral,3,3.1,neutral,4,3,happy,4,4,neutral,4,4,disgust,1,3,happy,2,3,neutral,2,2,neutral,5,3,neutral,2,2,neutral,4,3,neutral,2,4
168,106.417,110.637,-0.01807523,-0.003615046,2.610777,2.541573,32.89,32.91,Sess01_script04_F008,neutral,3.2,3,neutral,4,3,neutral,3,3,neutral,3,3,disgust,2,3,happy,2,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,4,3
169,110.637,117.991,-0.003615046,-0.1012213,2.541573,3.106742,32.91,33.11,Sess01_script04_M010,neutral,2.9,3,happy,4,3,disgust,4,3,neutral,3,3,disgust,1,3,happy,2,3,neutral,2,3,neutral,4,3,neutral,2,3,neutral,3,3,neutral,4,3
170,117.991,119.256,-0.1012213,-0.4591109,3.106742,3.127247,33.11,33.03,Sess01_script04_F009,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,disgust,2,3,happy,2,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,4,3
171,119.256,126.52,-0.4591109,0.07230093,3.127247,2.943983,33.03,32.95,Sess01_script04_M011,neutral,3.5,3,neutral,3,3,neutral,4,3,neutral,4,3,disgust,2,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,4,3
172,126.52,129.672,0.07230093,0.007230093,2.943983,2.837614,32.95,32.99,Sess01_script04_F010,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,disgust,2,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3
173,129.672,132.022,0.007230093,-0.003615046,2.837614,3.074703,32.99,32.93,Sess01_script04_M012,neutral,2.6,2.7,neutral,3,3,disgust,2,3,neutral,3,3,disgust,2,3,surprise,2,3,neutral,2,2,neutral,4,3,neutral,2,2,neutral,3,2,neutral,3,3
174,132.022,134.633,-0.003615046,-0.05784074,3.074703,2.988838,32.93,32.93,Sess01_script04_F011,neutral,2.9,3,neutral,3,3,neutral,3,3,neutral,3,3,disgust,2,3,happy,2,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3
175,134.633,141.804,-0.05784074,0.003615046,2.988838,3.082392,32.93,32.93,Sess01_script04_M013,neutral,2.9,2.9,neutral,3,3,neutral,2,3,neutral,3,3,disgust,2,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,2,neutral,3,3
176,141.804,146.688,0.003615046,-0.2566683,3.082392,3.238743,32.93,33.03,Sess01_script04_F012,neutral,3,2.9,neutral,3,3,neutral,3,3,neutral,3,3,disgust,2,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,2,neutral,3,3
177,146.688,169.635,-0.2566683,-0.03615047,3.238743,3.134936,33.03,32.93,Sess01_script04_M014,neutral,3.3,3,neutral,4,3,happy,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,4,3
178,169.635,171.232,-0.03615047,-0.466341,3.134936,3.083673,32.93,32.95,Sess01_script04_F013,neutral,2.9,3,neutral,3,3,neutral,3,3,neutral,3,3,disgust,2,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
179,171.232,172.309,-0.466341,0.02530533,3.083673,3.106742,32.95,33,Sess01_script04_F014,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
180,172.309,188.58,0.02530533,-0.4410357,3.106742,2.915789,33,33.03,Sess01_script04_M015,neutral,3.6,3,neutral,3,3,happy,4,3,neutral,3,3,neutral,4,3,happy,2,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,4,3
181,188.58,190.374,-0.4410357,-0.151832,2.915789,3.254121,33.03,33,Sess01_script04_F015,neutral,3.3,3,neutral,3,3,neutral,3,3,neutral,3,3,disgust,4,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3
182,190.374,193.707,-0.151832,-0.6000977,3.254121,3.23618,33,33.03,Sess01_script04_M016,neutral,3.5,3,neutral,3,3,neutral,4,3,neutral,3,3,disgust,4,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,4,3
183,193.707,198.357,-0.6000977,-0.2277479,3.23618,3.152878,33.03,32.99,Sess01_script04_F016,neutral,3.2,2.8,surprise,3,1,neutral,3,3,neutral,3,3,disgust,3,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3
184,198.357,210.164,-0.2277479,-0.2205178,3.152878,3.045227,32.99,33.07,Sess01_script04_M017,neutral,2.3,2.8,angry,2,2,angry,2,3,neutral,3,3,disgust,2,3,neutral,2,4,neutral,2,2,neutral,3,3,neutral,2,2,neutral,3,3,neutral,2,3
185,210.164,223.59,-0.2205178,-0.151832,3.045227,3.111868,33.07,32.95,Sess01_script04_F017,neutral,3.5,3.1,neutral,2,3,happy,4,4,neutral,4,3,happy,5,3,neutral,3,3,happy,4,3,neutral,3,3,happy,4,3,neutral,4,3,neutral,2,3
186,223.59,232.495,-0.151832,-0.5675623,3.111868,3.290897,32.95,32.89,Sess01_script04_M018,happy,4.4,3.3,happy,4,4,happy,4,4,happy,4,3,happy,5,3,happy,5,4,happy,4,3,happy,5,3,happy,4,3,neutral,5,3,neutral,4,3
187,232.495,238.139,-0.5675623,0.1229116,3.290897,3.456218,32.89,32.93,Sess01_script04_F018,surprise,2.8,3,surprise,3,3,surprise,3,3,surprise,3,3,surprise,2,3,angry,3,3,surprise,2,3,happy,5,3,surprise,2,3,surprise,3,3,surprise,2,3
188,238.139,244.8,0.1229116,-0.3506595,3.456218,3.830966,32.93,32.73,Sess01_script04_M019,angry,2.1,2.9,angry,2,2,angry,2,3,angry,3,3,angry,1,4,angry,2,4,surprise,2,2,happy,4,3,surprise,2,2,neutral,2,3,angry,1,3
189,244.8,263.148,-0.3506595,0.03253542,3.830966,3.780986,32.73,32.71,Sess01_script04_F019,neutral,2.3,2.8,angry,3,2,angry,2,3,neutral,3,3,angry,1,4,angry,2,3,neutral,2,2,neutral,3,3,neutral,2,2,neutral,3,3,neutral,2,3
190,263.148,273.82,0.03253542,-0.09399121,3.780986,3.701529,32.71,32.65,Sess01_script04_F020,angry,2.2,3,angry,3,3,disgust,2,4,angry,3,3,angry,1,4,angry,2,3,neutral,2,2,neutral,3,3,neutral,2,2,neutral,2,3,angry,2,3
191,273.82,286.7,-0.09399121,0.03253542,3.701529,3.451092,32.65,32.57,Sess01_script04_M020,angry,1.4,4.2,angry,1,5,angry,1,5,angry,2,4,angry,1,4,angry,2,5,angry,1,1,angry,2,4,angry,1,4,angry,2,5,angry,1,5
192,5.785,14.606,0.07230093,-0.1699072,1.916371,2.275408,32.89,32.84,Sess01_script05_M001,happy,4.6,4.1,happy,5,5,happy,4,5,happy,4,4,happy,5,3,happy,5,5,happy,5,4,happy,5,4,happy,4,4,happy,4,3,neutral,5,4
193,14.606,16.881,-0.1699072,0.02169028,2.275408,2.069077,32.84,32.93,Sess01_script05_F001,happy,4.7,3.8,happy,5,4,happy,5,4,happy,4,3,happy,5,3,happy,5,5,happy,5,4,happy,5,4,happy,4,4,happy,4,3,neutral,5,4
194,16.881,24.997,0.02169028,1.901514,2.069077,2.514071,32.93,32.84,Sess01_script05_M002,happy,4.7,4,happy,5,5,happy,5,4,happy,4,4,happy,5,3,happy,5,5,happy,5,4,happy,5,4,happy,4,4,happy,4,3,neutral,5,4
195,24.997,27.316,1.901514,-0.4735711,2.514071,2.479469,32.84,32.79,Sess01_script05_F002,happy,4.4,3.6,happy,5,3,happy,4,4,neutral,4,3,happy,5,3,happy,5,5,happy,4,4,happy,5,4,happy,4,4,neutral,4,3,neutral,4,3
