Numb,Wav,,ECG,,E4-EDA,,E4-TEMP,,Segment ID,Total Evaluation,,,Eval01F,,,Eval02M,,,Eval03F,,,Eval04F,,,Eval05M,,,Eval06M,,,Eval07M,,,Eval08F,,,Eval09M,,,Eval10F,,
99,222.698,233.743,-0.1120664,-0.155447,1.463892,1.19478,32.47,32.47,Sess03_script02_F023,happy,4,4,happy,4,4,disgust,2,4,happy,4,4,happy,3,4,happy,5,5,neutral,4,4,happy,5,4,happy,5,4,happy,4,3,happy,4,4
100,233.743,252.006,-0.155447,0.1915975,1.19478,1.701166,32.47,32.47,Sess03_script02_M023,happy,3.9,3.5,happy,4,3,happy,3,3,neutral,4,3,happy,3,3,happy,5,5,neutral,4,4,surprise,4,4,happy,4,4,happy,4,3,happy,4,3
101,252.006,255.352,0.1915975,-0.03976551,1.701166,1.708855,32.47,32.47,Sess03_script02_F024,neutral;happy,3.2,3.3,happy,2,3,disgust,3,3,neutral,3,3,disgust,3,3,happy,4,4,neutral,2,3,happy,4,4,happy,4,4,neutral,4,3,neutral,3,3
102,255.352,265.034,-0.03976551,-0.07953102,1.708855,1.473061,32.47,32.41,Sess03_script02_M024,neutral,3.4,3.2,happy,3,3,neutral,3,3,neutral,3,3,neutral,2,3,happy,4,4,neutral,4,3,happy,4,3,happy,4,4,neutral,3,3,neutral,4,3
103,265.034,270.586,-0.07953102,0.01084514,1.473061,1.484595,32.41,32.45,Sess03_script02_F025,neutral,2.4,2.7,sad,2,2,angry,2,2,neutral,2,3,disgust,2,3,neutral,4,3,neutral,2,2,neutral,3,3,neutral,3,4,neutral,2,2,neutral,2,3
104,270.586,275.389,0.01084514,-0.1337567,1.484595,1.458766,32.45,32.45,Sess03_script02_M025,neutral,2.3,3,sad,2,3,neutral,3,3,neutral,2,3,disgust,1,3,neutral,4,3,neutral,2,2,neutral,2,3,sad,2,4,neutral,3,3,neutral,2,3
105,275.389,278.606,-0.1337567,-0.08314607,1.458766,1.492084,32.45,32.47,Sess03_script02_F026,neutral,2.1,3.3,angry,2,3,angry,2,4,neutral,2,3,disgust,1,3,neutral,4,3,disgust,2,2,neutral,2,3,disgust,2,4,angry,2,4,neutral,2,4
106,278.606,280.25,-0.08314607,-0.1373718,1.492084,1.469017,32.47,32.43,Sess03_script02_M026,neutral,2.3,2.9,angry,2,2,neutral,3,3,neutral,2,3,disgust,1,3,neutral,4,3,disgust,2,2,neutral,2,3,disgust,2,4,neutral,3,3,neutral,2,3
107,280.25,282.066,-0.1373718,0.6904739,1.469017,1.440825,32.43,32.45,Sess03_script02_F027,angry,2.1,3.6,angry,2,4,angry,2,5,angry,2,3,disgust,1,3,happy,4,4,disgust,2,2,neutral,2,3,disgust,2,4,neutral,2,4,angry,2,4
108,282.066,288.407,0.6904739,0.01446019,1.440825,1.397254,32.45,32.39,Sess03_script02_F028,happy,4.2,3.9,happy,4,4,happy,4,5,happy,3,4,happy,5,3,happy,5,4,happy,4,4,happy,4,4,happy,4,4,happy,4,3,happy,5,4
109,288.407,289.013,0.01446019,-0.003615046,1.397254,1.392128,32.39,32.39,Sess03_script02_M027,happy,4.3,3.7,happy,5,4,happy,4,4,happy,3,4,happy,5,3,happy,5,4,happy,4,4,happy,4,4,happy,5,4,happy,4,3,happy,4,3
110,289.013,294.953,-0.003615046,-0.1048364,1.392128,1.35881,32.39,32.37,Sess03_script02_F029,happy,4.3,3.7,happy,4,3,happy,5,4,happy,4,4,happy,5,4,happy,5,4,happy,4,4,happy,4,4,happy,4,4,happy,4,3,happy,4,3
111,294.953,296.202,-0.1048364,0.007230093,1.35881,1.34215,32.37,32.34,Sess03_script02_M028,happy,4.2,3.5,happy,4,3,happy,4,3,happy,4,3,happy,5,4,happy,5,4,happy,4,4,happy,4,4,happy,4,4,happy,4,3,neutral,4,3
112,296.202,306.286,0.007230093,0.04338056,1.34215,1.221691,32.34,32.31,Sess03_script02_F030,happy,4.3,4.1,angry,5,4,happy,4,4,happy,4,4,happy,5,4,happy,5,5,happy,4,4,happy,4,4,happy,4,4,neutral,4,4,neutral,4,4
113,306.286,308.861,0.04338056,-0.1156815,1.221691,1.196061,32.31,32.31,Sess03_script02_M029,happy,3.9,3.6,neutral,3,3,happy,3,3,happy,4,4,happy,4,3,happy,5,5,happy,4,4,happy,4,4,happy,4,4,neutral,4,3,neutral,4,3
114,308.861,318.929,-0.1156815,-0.1012213,1.196061,1.125579,32.31,32.31,Sess03_script02_F031,happy,4.1,3.5,neutral,4,3,happy,4,3,neutral,4,3,happy,4,3,happy,5,5,happy,4,4,happy,4,4,happy,4,4,neutral,4,3,neutral,4,3
115,318.929,320.185,-0.1012213,-0.159062,1.125579,1.123016,32.31,32.27,Sess03_script02_M030,neutral;happy,3.9,3.5,neutral,3,3,happy,3,3,neutral,4,3,neutral,4,3,happy,5,5,happy,4,4,happy,4,4,happy,4,4,neutral,4,3,neutral,4,3
116,320.185,331.01,-0.159062,-0.0542257,1.123016,1.24732,32.27,32.34,Sess03_script02_F032,happy,4.3,3.5,happy,4,3,happy,5,4,neutral,4,3,neutral,4,3,happy,5,4,happy,4,4,happy,4,4,happy,4,4,happy,4,3,happy,5,3
117,331.01,334.424,-0.0542257,0.01446019,1.24732,1.205031,32.34,32.34,Sess03_script02_M031,happy,4.2,3.4,happy,4,3,happy,3,3,happy,4,3,neutral,5,3,happy,5,4,happy,4,4,happy,5,4,happy,4,4,happy,4,3,neutral,4,3
118,334.424,342.262,0.01446019,-0.09760625,1.205031,1.404943,32.34,32.33,Sess03_script02_F033,happy,4.1,3.3,sad,4,3,happy,3,3,neutral,4,3,neutral,5,3,happy,5,4,happy,4,4,happy,4,4,happy,4,3,happy,4,3,neutral,4,3
119,342.262,353.2,-0.09760625,0.02530533,1.404943,1.490803,32.33,32.31,Sess03_script02_M032,happy,4.6,3.8,happy,4,3,happy,5,4,happy,4,3,happy,5,3,happy,5,4,happy,5,5,happy,5,5,happy,4,4,happy,4,4,happy,5,3
120,6.404,11.458,-0.0542257,-0.04338056,1.557639,1.505098,32.53,32.53,Sess03_script03_M001,neutral,3.5,3.3,neutral,4,3,happy,4,3,neutral,3,3,neutral,3,4,neutral,3,3,neutral,4,4,neutral,4,3,neutral,4,3,neutral,3,4,neutral,3,3
121,11.458,14.497,-0.04338056,-0.1012213,1.505098,1.47178,32.53,32.5,Sess03_script03_F001,neutral,3.7,3.3,neutral,4,4,happy,3,3,neutral,3,3,neutral,3,4,neutral,4,3,neutral,4,4,neutral,4,3,happy,4,3,neutral,4,3,neutral,4,3
122,14.497,18.817,-0.1012213,-0.03976551,1.47178,1.608899,32.5,32.5,Sess03_script03_M002,neutral,3.4,3.2,neutral,2,3,surprise,3,3,neutral,3,3,neutral,3,4,neutral,4,3,neutral,4,4,neutral,4,3,neutral,4,3,neutral,4,3,neutral,3,3
123,18.817,22.939,-0.03976551,-0.1807523,1.608899,1.498691,32.5,32.53,Sess03_script03_F002,neutral,3.7,3.4,neutral,4,3,neutral,4,3,neutral,3,3,neutral,2,4,neutral,4,4,neutral,4,4,neutral,4,3,happy,4,3,neutral,4,4,neutral,4,3
124,22.939,34.347,-0.1807523,-0.1048364,1.498691,1.505098,32.53,32.41,Sess03_script03_M003,neutral,2.9,3.2,fear,2,3,happy,4,3,neutral,2,3,neutral,2,4,neutral,4,4,neutral,2,3,happy,4,3,neutral,4,3,neutral,3,3,neutral,2,3
125,34.347,37.205,-0.1048364,-0.07230093,1.505098,1.453839,32.41,32.37,Sess03_script03_F003,neutral;happy,3.7,3.2,neutral,4,3,happy,3,3,happy,3,3,happy,3,4,neutral,4,3,neutral,4,3,happy,4,4,neutral,4,3,happy,4,3,neutral,4,3
126,37.205,51.559,-0.07230093,-0.08676112,1.453839,1.753507,32.37,32.34,Sess03_script03_M004,neutral,2.5,2.9,fear,2,2,surprise,2,3,neutral,3,3,neutral,2,4,neutral,3,3,neutral,2,3,surprise,2,3,neutral,4,3,neutral,3,2,neutral,2,3
127,51.559,59.513,-0.08676112,-0.06868588,1.753507,1.461329,32.34,32.39,Sess03_script03_F004,neutral,3.1,3.1,fear,4,3,surprise,3,3,neutral,3,3,neutral,2,4,neutral,4,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,2,3,neutral,2,3
128,59.513,65.227,-0.06868588,0.1012213,1.461329,1.456203,32.39,32.41,Sess03_script03_M005,neutral,3.2,3.1,surprise,3,3,neutral,4,3,neutral,3,3,neutral,2,4,neutral,4,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,3,3,neutral,2,3
129,65.227,69.585,0.1012213,-0.1229116,1.456203,1.413913,32.41,32.43,Sess03_script03_F005,neutral,3.5,3.1,happy,4,3,happy,3,3,neutral,3,3,neutral,2,4,neutral,4,3,neutral,4,3,happy,4,3,happy,4,3,neutral,4,3,neutral,3,3
130,69.585,77.609,-0.1229116,0,1.413913,1.361373,32.43,32.49,Sess03_script03_M006,neutral,3.6,3.2,happy,4,4,neutral,3,3,neutral,3,3,neutral,2,4,neutral,4,3,neutral,4,3,happy,4,3,happy,4,3,neutral,4,3,neutral,4,3
131,77.609,86.729,0,0.6832438,1.361373,1.294735,32.49,32.5,Sess03_script03_F006,neutral;happy,3.6,3.2,happy,4,4,happy,3,3,neutral,3,3,neutral,2,4,happy,4,3,neutral,4,3,happy,4,3,happy,4,3,neutral,4,3,neutral,4,3
132,86.729,95.004,0.6832438,-0.04338056,1.294735,1.301143,32.5,32.53,Sess03_script03_M007,neutral,3.5,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,4,neutral,4,2,neutral,4,3,happy,4,3,happy,4,3,neutral,3,3,neutral,4,3
133,95.004,100.665,-0.04338056,-0.06145579,1.301143,1.252446,32.53,32.55,Sess03_script03_F007,neutral,3.8,3.2,neutral,4,3,happy,3,3,neutral,3,3,neutral,4,4,neutral,4,3,neutral,4,3,happy,4,4,neutral,4,3,neutral,4,3,neutral,4,3
134,100.665,109.467,-0.06145579,0.06507084,1.252446,1.285765,32.55,32.57,Sess03_script03_M008,neutral,2,3,fear,2,2,sad,2,3,surprise,2,3,angry,1,4,neutral,3,3,neutral,2,3,angry,2,3,sad,2,4,neutral,2,2,neutral,2,3
135,109.467,112.363,0.06507084,-0.02169028,1.285765,1.261417,32.57,32.53,Sess03_script03_F008,neutral,2.4,3.1,sad,4,3,surprise,2,3,surprise,2,3,surprise,1,4,neutral,4,3,neutral,2,2,neutral,2,3,sad,2,4,neutral,3,3,neutral,2,3
136,112.363,117.862,-0.02169028,-0.06868588,1.261417,1.271669,32.53,32.55,Sess03_script03_M009,neutral,2.1,3,sad,2,2,sad,2,3,neutral,2,3,angry,1,4,neutral,3,2,neutral,2,3,neutral,2,3,sad,2,4,neutral,3,3,neutral,2,3
137,117.862,120.331,-0.06868588,0.3289692,1.271669,1.749663,32.55,32.55,Sess03_script03_F009,sad,2.1,2.5,sad,1,1,sad,3,2,neutral,2,3,sad,1,4,sad,3,2,neutral,2,2,neutral,2,2,sad,2,4,neutral,3,2,sad,2,3
138,120.331,123.442,0.3289692,-0.08314607,1.749663,1.670211,32.55,32.5,Sess03_script03_M010,neutral,2.3,2.7,sad,2,1,neutral,3,3,neutral,3,3,surprise,1,4,sad,3,2,neutral,2,2,neutral,2,2,sad,2,4,neutral,3,3,neutral,2,3
139,123.442,128.831,-0.08314607,-0.06507084,1.670211,1.565129,32.5,32.55,Sess03_script03_F010,surprise,2,3.1,surprise,2,3,surprise,2,3,neutral,2,3,surprise,1,4,surprise,2,2,neutral,2,2,neutral,2,4,surprise,2,4,neutral,3,3,surprise,2,3
140,128.831,132.302,-0.06507084,0.06868588,1.565129,1.525403,32.55,32.55,Sess03_script03_M011,angry,2,3,angry,2,2,angry,2,3,neutral,2,3,angry,1,4,neutral,2,2,angry,2,2,angry,2,4,sad,2,4,neutral,3,3,angry,2,3
141,132.302,134.321,0.06868588,0.007230093,1.525403,1.520277,32.55,32.55,Sess03_script03_F011,angry,2.1,3.2,angry,3,3,angry,2,3,angry,3,3,angry,1,4,angry,2,2,angry,2,2,angry,2,4,surprise,2,4,neutral,3,4,angry,1,3
142,134.321,143.024,0.007230093,0.03976551,1.520277,1.429291,32.55,32.57,Sess03_script03_M012,angry,2.2,3.1,disgust,2,2,angry,3,3,angry,3,3,angry,1,4,angry,2,2,angry,2,2,angry,2,4,sad,2,4,neutral,3,4,angry,2,3
143,143.024,147.34,0.03976551,-0.02892037,1.429291,1.408788,32.57,32.57,Sess03_script03_F012,angry,2.2,2.8,angry,2,2,sad,3,3,angry,3,3,angry,1,3,neutral,2,1,neutral,2,2,angry,3,4,sad,2,4,neutral,2,3,angry,2,3
144,147.34,167.677,-0.02892037,-0.02530533,1.408788,1.296017,32.57,32.57,Sess03_script03_M013,neutral,1.9,2.8,surprise,1,3,surprise,3,3,neutral,2,3,disgust,1,3,neutral,1,1,neutral,2,2,neutral,2,3,sad,2,4,neutral,3,3,neutral,2,3
145,167.677,171.64,-0.02530533,-0.03976551,1.296017,1.294735,32.57,32.57,Sess03_script03_F013,surprise,2.3,3,surprise,2,4,surprise,3,3,surprise,2,3,surprise,2,3,neutral,2,2,surprise,2,2,neutral,2,3,disgust,2,4,surprise,4,3,neutral,2,3
146,171.64,187.548,-0.03976551,-0.02169028,1.294735,1.188372,32.57,32.59,Sess03_script03_M014,disgust,1.9,2.9,disgust,1,3,sad,2,3,surprise,2,3,angry,1,4,disgust,2,1,surprise,2,2,neutral,2,3,disgust,2,4,neutral,3,3,angry,2,3
147,187.548,190.54,-0.02169028,0,1.188372,1.176839,32.59,32.59,Sess03_script03_F014,neutral;disgust;surprise,2,2.9,surprise,2,2,angry,2,3,surprise,2,3,disgust,1,4,disgust,2,2,surprise,2,2,neutral,2,3,disgust,2,4,neutral,3,3,neutral,2,3
148,190.54,197.205,0,0.9796776,1.176839,1.133268,32.59,32.61,Sess03_script03_M015,neutral;disgust,2,2.9,disgust,2,3,surprise,2,3,neutral,2,3,disgust,1,4,disgust,2,2,neutral,2,2,neutral,2,3,disgust,2,4,neutral,3,2,angry,2,3
149,197.205,203.394,0.9796776,0.04338056,1.133268,1.09995,32.61,32.61,Sess03_script03_F015,surprise,2,3,surprise,2,3,surprise,1,3,surprise,2,3,angry,1,4,disgust,2,2,surprise,2,2,neutral,2,3,disgust,2,4,surprise,4,3,neutral,2,3
150,203.394,216.318,0.04338056,-0.03976551,1.09995,1.035875,32.61,32.57,Sess03_script03_M016,disgust,1.9,2.9,disgust,2,2,neutral,2,3,angry,2,3,angry,1,4,disgust,2,2,disgust,2,2,neutral,2,3,disgust,2,4,neutral,2,3,angry,2,3
151,216.318,226.418,-0.03976551,-0.1735222,1.035875,0.989742,32.57,32.55,Sess03_script03_F016,neutral,2.1,2.7,neutral,2,2,sad,2,2,neutral,2,3,disgust,2,4,disgust,2,2,neutral,2,2,neutral,2,3,neutral,2,4,neutral,3,2,neutral,2,3
152,226.418,235.044,-0.1735222,0.05784074,0.989742,0.961549,32.55,32.53,Sess03_script03_M017,angry,1.7,2.9,angry,1,2,angry,1,3,angry,2,3,angry,1,5,disgust,2,2,angry,2,2,neutral,2,3,sad,2,4,neutral,2,2,angry,2,3
153,235.044,241.085,0.05784074,-0.003615046,0.961549,0.952579,32.53,32.53,Sess03_script03_F017,angry,1.5,3.6,angry,1,4,angry,2,4,angry,2,3,angry,1,5,angry,1,4,angry,1,2,angry,2,4,angry,2,4,angry,2,3,angry,1,3
154,241.085,246.4,-0.003615046,-0.03615047,0.952579,0.95248,32.53,32.53,Sess03_script03_M018,angry,1.6,3.6,angry,1,4,angry,2,4,angry,2,3,disgust,1,5,angry,1,4,angry,1,2,angry,2,4,angry,2,4,angry,2,3,angry,2,3
155,246.4,269.101,-0.03615047,-0.02530533,0.95248,0.870465,32.53,32.55,Sess03_script03_F018,angry,1.3,4.4,angry,1,5,angry,1,5,angry,2,4,angry,1,5,angry,1,5,angry,1,1,angry,1,5,angry,2,5,angry,2,5,angry,1,4
156,269.101,279.881,-0.02530533,-0.1120664,0.870465,0.838427,32.55,32.57,Sess03_script03_F019,angry,1.3,4.4,angry,1,5,angry,1,5,angry,2,5,angry,1,5,angry,1,5,angry,1,1,angry,1,5,angry,2,5,angry,2,4,angry,1,4
157,279.881,293.05,-0.1120664,-0.03976551,0.838427,1.397254,32.57,32.61,Sess03_script03_M019,angry,1.4,4,angry,1,3,angry,2,5,angry,2,4,angry,1,5,angry,1,5,angry,1,1,angry,1,4,angry,2,5,angry,2,4,angry,1,4
158,4.712,7.927,-0.08314607,0.01446019,1.870322,1.804966,32.45,32.43,Sess03_script04_F001,neutral;happy,3.9,3,happy,4,3,happy,4,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,4,3,happy,4,3,happy,4,3,happy,4,3,neutral,4,3
159,7.927,10.132,0.01446019,0.007230093,1.804966,1.719106,32.43,32.39,Sess03_script04_M001,neutral;happy,3.8,3.1,happy,4,3,happy,3,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,4,3,happy,4,4,happy,4,3,happy,4,3,neutral,4,3
160,10.132,11.986,0.007230093,0.01807523,1.719106,1.702447,32.39,32.33,Sess03_script04_F002,neutral,3.8,3,happy,4,3,happy,3,3,happy,3,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,4,3,happy,4,3,neutral,4,3,neutral,4,3
161,11.986,15.991,0.01807523,-0.09037616,1.702447,1.634528,32.33,32.34,Sess03_script04_M002,neutral,3.5,3,happy,3,3,happy,3,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,3,3,happy,4,3,neutral,3,3,neutral,4,3
162,15.991,24.527,-0.09037616,0.1915975,1.634528,1.58455,32.34,32.33,Sess03_script04_F003,neutral,3.2,3,sad,4,3,sad,2,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,2,3,happy,4,3,neutral,3,3,neutral,3,3
163,24.527,26.622,0.1915975,-0.0542257,1.58455,1.567891,32.33,32.34,Sess03_script04_M003,neutral,3.2,3,sad,3,3,sad,3,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,happy,4,3,neutral,3,3,neutral,3,3
164,26.622,30.092,-0.0542257,0.003615046,1.567891,1.524321,32.34,32.37,Sess03_script04_F004,neutral,3.7,3,sad,5,3,sad,3,3,neutral,2,3,neutral,4,3,neutral,4,3,neutral,3,3,neutral,4,3,happy,4,3,happy,4,3,neutral,4,3
165,30.092,37.885,0.003615046,0.01446019,1.524321,1.43698,32.37,32.27,Sess03_script04_M004,neutral,3.5,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,3,3,neutral,4,3,happy,4,3,neutral,3,3,neutral,3,3
166,37.885,44.724,0.01446019,-0.06868588,1.43698,1.348558,32.27,32.27,Sess03_script04_F005,neutral,3.6,3,neutral,4,3,happy,3,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,3,3,neutral,4,3,happy,4,3,neutral,4,3,neutral,3,3
167,44.724,48.252,-0.06868588,0.03253542,1.348558,1.322928,32.27,32.18,Sess03_script04_M005,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,4,3,happy,4,3,neutral,3,3,neutral,3,3
168,48.252,58.215,0.03253542,-0.06145579,1.322928,1.338306,32.18,32.13,Sess03_script04_F006,neutral,2.8,3,disgust,4,3,neutral,2,3,neutral,2,3,neutral,2,3,neutral,3,3,neutral,2,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3
169,58.215,66.982,-0.06145579,0.5531021,1.338306,1.303706,32.13,32.07,Sess03_script04_M006,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
170,66.982,77.548,0.5531021,0.01446019,1.303706,1.22938,32.07,32,Sess03_script04_F007,neutral,3.2,3,angry,4,3,sad,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,2,3,neutral,2,3,happy,4,3,neutral,4,3,neutral,3,3
171,77.548,93.938,0.01446019,-0.1301417,1.22938,1.094824,32,32.11,Sess03_script04_F008,neutral,3.1,3,angry,4,3,sad,3,3,neutral,3,3,neutral,3,3,neutral,4,4,neutral,2,2,neutral,2,3,neutral,4,3,neutral,3,3,neutral,3,3
172,93.938,106.427,-0.1301417,-0.1156815,1.094824,1.080727,32.11,32.11,Sess03_script04_M007,neutral,2.5,3.1,disgust,1,3,surprise,3,3,neutral,3,3,angry,2,3,neutral,4,4,neutral,2,3,neutral,2,3,neutral,2,3,neutral,3,3,neutral,3,3
173,106.427,111.111,-0.1156815,0.09399121,1.080727,1.078164,32.11,32.15,Sess03_script04_F009,neutral;angry,2.5,2.8,angry,4,3,angry,3,3,neutral,2,3,angry,2,3,angry,2,2,neutral,2,2,neutral,3,3,neutral,2,3,neutral,3,3,angry,2,3
174,111.111,123.069,0.09399121,0.01084514,1.078164,1.520178,32.15,32.33,Sess03_script04_M008,neutral,2.3,2.7,angry,2,2,sad,3,3,neutral,2,3,angry,2,3,angry,2,2,neutral,2,3,neutral,3,3,neutral,2,3,neutral,3,2,neutral,2,3
175,123.069,141.759,0.01084514,0.01084514,1.520178,1.520178,32.33,32.33,Sess03_script04_F010,neutral,2.4,3,angry,4,4,angry,2,3,neutral,2,3,neutral,2,3,angry,2,3,neutral,2,2,neutral,3,3,angry,2,3,neutral,3,3,neutral,2,3
176,141.759,146.864,0.01084514,0.01084514,1.520178,1.520178,32.33,32.33,Sess03_script04_M009,neutral,2.3,2.9,surprise,2,2,angry,3,3,neutral,2,3,angry,2,3,angry,2,3,neutral,2,2,neutral,3,3,sad,2,4,neutral,3,3,neutral,2,3
177,146.864,150.423,0.01084514,0.01084514,1.520178,1.520178,32.33,32.33,Sess03_script04_F011,neutral,3,3.3,neutral,5,4,angry,3,3,neutral,3,3,neutral,2,3,neutral,4,3,neutral,2,2,neutral,3,4,neutral,2,4,neutral,4,4,neutral,2,3
178,150.423,163.148,0.01084514,0.01084514,1.520178,1.520178,32.33,32.33,Sess03_script04_M010,neutral,2.6,3,angry,2,3,neutral,3,3,neutral,3,3,angry,2,3,neutral,4,3,neutral,2,2,neutral,3,3,neutral,2,4,neutral,3,3,neutral,2,3
179,163.148,178.125,0.01084514,-0.2711285,1.520178,2.298338,32.33,32.33,Sess03_script04_F012,neutral,2.8,3.2,angry,4,3,neutral,2,3,neutral,3,3,angry,2,3,angry,4,4,neutral,4,3,neutral,2,3,neutral,2,4,neutral,3,3,angry,2,3
180,178.125,190.586,-0.2711285,0.0469956,2.298338,2.247227,32.33,32.39,Sess03_script04_M011,neutral,2.8,3,angry,3,2,neutral,3,3,neutral,3,3,angry,2,3,angry,4,4,neutral,3,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,2,3
181,190.586,195.186,0.0469956,0.01446019,2.247227,2.152398,32.39,32.39,Sess03_script04_F013,neutral,2.4,2.7,angry,2,2,sad,3,3,neutral,2,3,angry,2,3,neutral,2,2,angry,2,2,neutral,3,3,neutral,2,3,neutral,4,3,neutral,2,3
182,195.186,219.724,0.01446019,-0.06507084,2.152398,1.911329,32.39,32.45,Sess03_script04_M012,neutral,2.2,3,angry,1,3,surprise,3,3,neutral,2,3,angry,2,4,neutral,2,2,neutral,2,2,neutral,3,3,angry,2,4,neutral,3,3,angry,2,3
183,219.724,233.202,-0.06507084,-0.1373718,1.911329,1.775492,32.45,32.41,Sess03_script04_F014,angry,2.2,3.2,angry,2,4,angry,2,3,angry,2,3,angry,2,4,angry,2,2,angry,2,2,neutral,2,3,angry,2,4,neutral,4,4,angry,2,3
184,233.202,237.129,-0.1373718,0.8278456,1.775492,1.721669,32.41,32.43,Sess03_script04_M013,angry,2.3,3,angry,3,3,angry,3,3,neutral,2,3,angry,2,4,angry,2,2,neutral,2,2,neutral,2,3,angry,2,4,neutral,3,3,angry,2,3
185,237.129,247.037,0.8278456,-0.02169028,1.721669,1.607617,32.43,32.43,Sess03_script04_F015,neutral,2.4,2.9,neutral,3,3,surprise,2,3,neutral,2,3,neutral,3,3,angry,2,2,neutral,2,2,neutral,3,3,sad,2,4,neutral,3,3,neutral,2,3
186,247.037,273.884,-0.02169028,0.06507084,1.607617,1.380595,32.43,32.47,Sess03_script04_M014,neutral,2.4,3,angry,3,3,neutral,3,3,neutral,2,3,angry,2,4,angry,2,2,neutral,2,2,neutral,3,3,sad,2,4,neutral,3,3,neutral,2,3
187,273.884,276.066,0.06507084,0.07953102,1.380595,1.375469,32.47,32.47,Sess03_script04_F016,angry,2.5,3.1,angry,3,3,sad,3,3,neutral,2,3,angry,2,4,angry,2,2,angry,2,2,neutral,3,3,sad,2,4,surprise,4,4,angry,2,3
188,276.066,295.104,0.07953102,-0.1735222,1.375469,1.225535,32.47,32.43,Sess03_script04_M016,angry,2.1,3,angry,2,3,sad,2,3,neutral,2,3,angry,2,4,angry,2,2,angry,2,2,angry,3,3,sad,2,4,neutral,2,3,neutral,2,3
189,4.609,14.651,-0.03253542,-0.1337567,0.747442,0.748724,32.47,32.5,Sess03_script05_M001,neutral,2.9,2.7,sad,3,3,neutral,3,2,neutral,3,3,neutral,3,2,sad,2,2,neutral,4,3,neutral,3,3,sad,2,3,neutral,3,3,neutral,3,3
190,14.651,17.494,-0.1337567,-0.1735222,0.748724,0.732064,32.5,32.5,Sess03_script05_F001,neutral,2.8,2.6,sad,3,3,neutral,3,2,neutral,3,3,neutral,3,2,sad,2,2,neutral,4,3,neutral,2,3,sad,2,3,neutral,3,2,neutral,3,3
191,17.494,27.242,-0.1735222,-0.01807523,0.732064,0.705153,32.5,32.49,Sess03_script05_M002,neutral,2.7,2.6,sad,3,2,sad,3,2,neutral,3,3,neutral,3,2,sad,2,2,neutral,4,3,neutral,2,3,sad,2,3,neutral,3,3,neutral,2,3
192,27.242,29.013,-0.01807523,-0.159062,0.705153,0.710279,32.49,32.53,Sess03_script05_F002,neutral,2.8,2.6,sad,3,2,neutral,3,2,neutral,3,3,neutral,3,2,sad,2,2,neutral,4,3,neutral,2,3,sad,2,3,neutral,3,3,neutral,3,3
193,29.013,32.932,-0.159062,-0.1192965,0.710279,0.670553,32.53,32.53,Sess03_script05_M003,neutral,2.7,2.6,neutral,3,2,neutral,3,2,neutral,3,3,neutral,3,2,sad,2,2,neutral,3,3,neutral,2,3,sad,2,3,neutral,3,3,neutral,3,3
194,32.932,37.725,-0.1192965,0.03615047,0.670553,0.675679,32.53,32.49,Sess03_script05_F003,neutral,2.3,3,angry,3,3,neutral,3,3,neutral,3,3,disgust,2,2,sad,2,2,neutral,2,3,neutral,2,4,sad,2,4,neutral,2,3,angry,2,3
195,37.725,46.357,0.03615047,-0.01807523,0.675679,0.650049,32.49,32.43,Sess03_script05_M004,neutral,2.3,2.9,angry,2,3,neutral,3,3,neutral,2,3,disgust,3,2,sad,2,2,neutral,2,3,neutral,2,3,sad,2,4,neutral,3,3,neutral,2,3
196,46.357,48.432,-0.01807523,-0.01084514,0.650049,0.644923,32.43,32.45,Sess03_script05_F004,neutral,2.4,2.5,neutral,2,2,neutral,3,2,neutral,2,3,neutral,3,2,sad,2,2,neutral,2,2,neutral,2,3,sad,2,3,neutral,3,3,neutral,3,3
197,48.432,49.969,-0.01084514,-0.1662921,0.644923,0.643642,32.45,32.41,Sess03_script05_M005,neutral,2.3,2.6,angry,2,3,neutral,3,2,neutral,2,3,neutral,2,2,sad,2,2,neutral,2,2,neutral,2,3,sad,2,3,neutral,3,3,neutral,3,3
