Numb,Wav,,ECG,,E4-EDA,,E4-TEMP,,Segment ID,Total Evaluation,,,Eval01F,,,Eval02M,,,Eval03F,,,Eval04F,,,Eval05M,,,Eval06M,,,Eval07M,,,Eval08F,,,Eval09M,,,Eval10F,,
99,257.514,268.417,-0.1879824,0.07591598,1.194523,1.599084,30.67,30.67,Sess01_script02_F023,happy,4.5,3.7,happy,5,4,happy,4,4,happy,4,3,happy,5,3,happy,5,5,happy,4,4,happy,5,4,happy,4,4,happy,5,3,neutral,4,3
100,268.417,288.078,0.07591598,-0.3615046,1.599084,1.270139,30.67,30.63,Sess01_script02_M023,neutral;happy,4,3.3,neutral,4,3,happy,3,3,neutral,4,3,neutral,4,3,happy,5,4,happy,4,4,happy,4,3,happy,4,4,neutral,4,3,neutral,4,3
101,288.078,291.958,-0.3615046,-0.07591598,1.270139,2.179098,30.63,30.61,Sess01_script02_F024,neutral,2.6,2.9,neutral,2,2,disgust,3,3,neutral,3,3,disgust,2,3,neutral,4,3,neutral,2,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,2,3
102,291.958,301.426,-0.07591598,-0.3361993,2.179098,1.578804,30.61,30.63,Sess01_script02_M024,neutral,2.6,3,neutral,3,3,neutral,2,3,neutral,3,3,disgust,2,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3
103,301.426,305.986,-0.3361993,1.059209,1.578804,1.528887,30.63,30.61,Sess01_script02_F025,neutral,1.6,2.7,neutral,1,3,angry,2,2,neutral,2,3,disgust,1,3,neutral,2,3,sad,1,2,neutral,2,3,sad,1,2,neutral,2,3,neutral,2,3
104,305.986,313.454,1.059209,-0.1482169,1.528887,2.393318,30.61,30.61,Sess01_script02_M025,neutral,1.8,2.8,neutral,3,3,neutral,2,3,neutral,3,3,disgust,1,3,angry,2,3,sad,1,2,neutral,1,3,sad,1,2,neutral,2,3,neutral,2,3
105,313.454,318.828,-0.1482169,-0.3325843,2.393318,1.945338,30.61,30.63,Sess01_script02_F026,neutral,1.6,2.6,angry,1,2,angry,2,2,neutral,3,3,disgust,1,3,angry,2,3,sad,1,2,neutral,1,3,sad,1,2,neutral,2,3,neutral,2,3
106,318.828,321.215,-0.3325843,0.1662921,1.945338,1.929509,30.63,30.59,Sess01_script02_M026,neutral,1.8,2.7,neutral,3,3,angry,2,2,neutral,3,3,disgust,1,3,angry,2,3,sad,1,2,neutral,1,3,sad,1,2,neutral,2,3,neutral,2,3
107,321.215,323.931,0.1662921,-0.07591598,1.929509,1.894951,30.59,30.59,Sess01_script02_F027,neutral,1.6,2.7,neutral,1,3,angry,2,2,neutral,3,3,disgust,1,3,angry,2,3,sad,1,2,neutral,1,3,sad,1,2,neutral,2,3,neutral,2,3
108,323.931,329.264,-0.07591598,-0.01807523,1.894951,1.869352,30.59,30.61,Sess01_script02_F028,happy,4.5,3.7,happy,5,4,happy,4,4,happy,4,4,happy,5,3,happy,5,4,happy,5,4,happy,4,4,happy,5,4,happy,4,3,neutral,4,3
109,329.264,337.193,-0.01807523,0.05061065,1.869352,1.843753,30.61,30.57,Sess01_script02_M027,happy,4.3,3.4,happy,4,3,happy,4,3,neutral,4,3,happy,5,3,happy,5,4,neutral,4,4,happy,5,4,happy,4,4,neutral,4,3,neutral,4,3
110,337.193,344.421,0.05061065,0.03253542,1.843753,1.795115,30.57,30.55,Sess01_script02_F029,happy,4.3,3.3,happy,4,3,happy,4,3,happy,4,3,happy,5,3,happy,5,4,neutral,4,4,happy,4,3,happy,4,4,neutral,4,3,neutral,5,3
111,344.421,345.929,0.03253542,-0.007230093,1.795115,1.788715,30.55,30.53,Sess01_script02_M028,neutral,4.1,3.1,neutral,3,3,happy,4,3,neutral,4,3,neutral,4,3,happy,5,4,neutral,4,3,happy,5,3,happy,4,3,neutral,4,3,neutral,4,3
112,345.929,356.544,-0.007230093,0.007230093,1.788715,1.862952,30.53,30.53,Sess01_script02_F030,neutral,3.8,3.2,neutral,3,4,happy,4,3,neutral,3,3,disgust,4,3,happy,4,4,neutral,4,3,neutral,4,3,happy,4,3,neutral,4,3,neutral,4,3
113,356.544,361.97,0.007230093,0.03976551,1.862952,1.800235,30.53,30.51,Sess01_script02_M029,neutral,3,2.8,angry,2,1,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,2,3,happy,4,3,neutral,3,3,neutral,3,3
114,361.97,372.492,0.03976551,0.2747435,1.800235,1.90903,30.51,30.51,Sess01_script02_F031,neutral,3.9,3,neutral,4,3,happy,3,3,neutral,4,3,neutral,4,3,happy,4,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,4,3
115,372.492,375.558,0.2747435,-0.1807523,1.90903,2.255084,30.51,30.51,Sess01_script02_M030,neutral,3.6,3.1,neutral,4,3,happy,3,3,neutral,3,3,neutral,4,3,happy,4,4,neutral,4,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,4,3
116,375.558,387.905,-0.1807523,-0.1048364,2.255084,1.894951,30.51,30.49,Sess01_script02_F032,neutral,4.3,3.3,angry,4,2,happy,4,3,neutral,4,4,neutral,5,3,happy,5,5,neutral,5,3,neutral,3,3,neutral,5,3,neutral,4,3,neutral,4,4
117,387.905,391.746,-0.1048364,0.0469956,1.894951,1.832233,30.49,30.49,Sess01_script02_M031,neutral,3.5,3.1,neutral,3,3,happy,4,3,neutral,3,3,neutral,4,3,happy,5,4,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,3,3
118,391.746,400.644,0.0469956,-0.0542257,1.832233,3.285265,30.49,30.49,Sess01_script02_F033,neutral,4.2,3.2,neutral,4,4,happy,4,3,neutral,4,3,neutral,3,3,happy,5,4,neutral,5,3,happy,4,3,neutral,5,3,neutral,4,3,neutral,4,3
119,400.644,410.95,-0.0542257,-0.3036639,3.285265,2.331881,30.49,30.45,Sess01_script02_M032,happy,4.4,3.3,neutral,4,3,happy,4,3,happy,4,3,happy,5,3,happy,4,3,happy,5,4,happy,5,4,happy,5,4,neutral,4,3,happy,4,3
120,4.457,6.781,-0.03253542,-0.1807523,0.769582,0.758062,30.19,30.17,Sess01_script03_F001,neutral,3.1,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
121,6.781,9.816,-0.1807523,0.02169028,0.758062,0.740143,30.17,30.17,Sess01_script03_M001,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
122,9.816,11.776,0.02169028,0.07591598,0.740143,0.731184,30.17,30.21,Sess01_script03_F002,neutral,2.8,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
123,11.776,17.024,0.07591598,-0.3253542,0.731184,0.703025,30.21,30.21,Sess01_script03_M002,neutral,2.8,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3
124,17.024,27.518,-0.3253542,0.02892037,0.703025,0.681266,30.21,30.15,Sess01_script03_F003,neutral,2.2,2.9,angry,3,2,sad,2,3,angry,2,3,neutral,2,3,neutral,2,3,neutral,2,3,neutral,2,3,neutral,2,3,neutral,3,3,neutral,2,3
125,27.518,31.913,0.02892037,0.06145579,0.681266,0.671026,30.15,30.17,Sess01_script03_M003,neutral,2.2,3,neutral,3,3,neutral,2,3,neutral,2,3,neutral,2,3,neutral,2,3,neutral,2,3,neutral,2,3,neutral,2,3,neutral,3,3,neutral,2,3
126,31.913,35.549,0.06145579,0.03253542,0.671026,0.662067,30.17,30.17,Sess01_script03_F004,neutral,2.5,2.6,angry,4,1,sad,2,3,neutral,3,3,neutral,2,3,neutral,2,3,neutral,2,2,neutral,2,3,neutral,2,2,neutral,4,3,neutral,2,3
127,35.549,43.483,0.03253542,-0.0542257,0.662067,0.637748,30.17,30.17,Sess01_script03_M004,neutral,2.3,2.8,neutral,3,3,neutral,2,3,neutral,3,3,neutral,2,3,neutral,2,3,neutral,2,2,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,3
128,43.483,49.859,-0.0542257,-0.2638984,0.637748,0.614709,30.17,30.15,Sess01_script03_F005,neutral,2.4,2.5,angry,4,1,neutral,2,2,neutral,2,3,neutral,2,3,neutral,3,3,neutral,2,2,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,3
129,49.859,51.67,-0.2638984,-0.07230093,0.614709,0.612149,30.15,30.13,Sess01_script03_M005,neutral,2.3,2.7,neutral,3,3,neutral,2,2,neutral,2,3,neutral,2,3,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,2,neutral,3,3,neutral,2,3
130,51.67,62.582,-0.07230093,-0.310894,0.612149,0.58783,30.13,30.15,Sess01_script03_F006,neutral,2.2,2.6,angry,4,2,neutral,2,3,angry,2,3,neutral,2,3,neutral,2,3,neutral,2,2,neutral,2,3,neutral,2,2,neutral,2,2,neutral,2,3
131,62.582,72.988,-0.310894,0.07230093,0.58783,0.559671,30.15,30.13,Sess01_script03_M006,neutral,2.1,2.7,surprise,3,2,neutral,2,3,neutral,2,3,neutral,2,3,neutral,2,3,neutral,2,2,neutral,2,3,neutral,2,2,neutral,2,3,neutral,2,3
132,72.988,83.1,0.07230093,-0.1952125,0.559671,0.540472,30.13,30.17,Sess01_script03_F007,neutral,2.5,2.8,angry,4,2,sad,2,4,angry,2,3,neutral,2,3,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,2,neutral,4,3,neutral,2,3
133,83.1,103.317,-0.1952125,-0.08676112,0.540472,0.498234,30.17,30.17,Sess01_script03_F008,neutral,2.6,2.5,angry,3,2,sad,4,2,angry,2,3,neutral,2,3,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,2,neutral,3,2,neutral,3,3
134,103.317,118.812,-0.08676112,-0.09399121,0.498234,0.536563,30.17,30.17,Sess01_script03_M007,neutral,2.2,2.8,angry,3,2,neutral,2,3,neutral,2,3,neutral,2,3,neutral,2,3,neutral,2,2,neutral,2,4,neutral,2,2,neutral,3,3,neutral,2,3
135,118.812,121.796,-0.09399121,0.1771373,0.536563,0.530163,30.17,30.15,Sess01_script03_F009,angry,2.2,2.8,angry,4,2,angry,2,3,angry,2,3,angry,2,3,angry,2,3,angry,2,2,neutral,2,4,angry,2,2,angry,2,3,angry,2,3
136,121.796,134.321,0.1771373,-0.469956,0.530163,0.512244,30.15,30.15,Sess01_script03_M008,angry,2,2.8,angry,3,3,angry,2,2,angry,2,3,angry,2,3,angry,2,3,angry,2,2,neutral,1,4,angry,2,2,neutral,2,3,angry,2,3
137,134.321,149.769,-0.469956,-0.09760625,0.512244,0.540403,30.15,30.17,Sess01_script03_F010,neutral;angry,2.1,2.7,angry,3,2,angry,2,3,angry,2,3,angry,2,3,angry,2,3,neutral,2,2,neutral,2,3,neutral,2,2,neutral,3,3,neutral,1,3
138,149.769,159.522,-0.09760625,0.03615047,0.540403,0.516084,30.17,30.19,Sess01_script03_M009,neutral,2.2,2.8,neutral,3,3,angry,2,3,angry,2,3,angry,2,3,neutral,2,3,neutral,2,2,neutral,2,3,disgust,2,2,neutral,3,3,neutral,2,3
139,159.522,162.637,0.03615047,0.03253542,0.516084,0.512244,30.19,30.19,Sess01_script03_F011,neutral,2.3,2.8,neutral,3,3,neutral,2,3,angry,2,3,neutral,2,3,neutral,2,3,neutral,2,2,neutral,2,3,disgust,2,2,neutral,3,3,neutral,3,3
140,162.637,175.233,0.03253542,0.01084514,0.512244,0.490485,30.19,30.21,Sess01_script03_M010,neutral,2.2,2.7,neutral,3,3,sad,2,2,neutral,2,3,angry,2,3,neutral,2,3,neutral,2,2,neutral,2,3,neutral,2,2,neutral,3,3,neutral,2,3
141,175.233,185.262,0.01084514,-0.1662921,0.490485,0.475126,30.21,30.23,Sess01_script03_F012,angry,1.8,3,angry,3,3,angry,2,4,angry,2,4,angry,2,3,neutral,2,3,angry,1,2,neutral,2,3,angry,1,2,neutral,2,3,angry,1,3
142,185.262,196.715,-0.1662921,-0.155447,0.475126,0.458487,30.23,30.21,Sess01_script03_M011,neutral,2,2.8,neutral,3,3,angry,2,3,angry,2,3,angry,2,3,neutral,2,3,neutral,2,2,neutral,2,3,neutral,2,2,neutral,2,3,angry,1,3
143,196.715,198.413,-0.155447,-0.231363,0.458487,0.452087,30.21,30.23,Sess01_script03_F013,angry,1.8,2.7,angry,3,2,angry,2,3,angry,2,3,angry,2,3,neutral,2,3,disgust,1,2,neutral,2,3,disgust,1,2,neutral,2,3,angry,1,3
144,198.413,205.067,-0.231363,0.1120664,0.452087,0.455927,30.23,30.21,Sess01_script03_M012,neutral,2,2.8,angry,3,2,neutral,2,3,angry,2,3,angry,2,3,neutral,2,3,neutral,2,2,neutral,2,4,neutral,2,2,neutral,2,3,neutral,1,3
145,205.067,227.352,0.1120664,-0.1988275,0.455927,0.440567,30.21,30.23,Sess01_script03_M013,neutral;angry,1.8,2.8,angry,3,2,neutral,2,3,angry,2,3,angry,2,3,neutral,2,3,disgust,1,2,neutral,2,4,disgust,1,2,neutral,2,3,angry,1,3
146,227.352,238.432,-0.1988275,-0.2566683,0.440567,0.430328,30.23,30.21,Sess01_script03_F014,angry,1.4,3.3,surprise,1,4,angry,2,4,angry,2,4,angry,1,4,angry,1,3,disgust,1,2,neutral,2,3,disgust,1,2,angry,2,3,angry,1,4
147,238.432,241.599,-0.2566683,-0.09399121,0.430328,0.427768,30.21,30.21,Sess01_script03_M014,angry,1.9,3,neutral,3,3,angry,2,4,angry,2,3,angry,1,4,angry,2,3,disgust,2,2,neutral,2,3,disgust,2,2,neutral,2,3,angry,1,3
148,241.599,249.452,-0.09399121,0.03253542,0.427768,0.417528,30.21,30.21,Sess01_script03_F015,neutral,2,2.8,neutral,3,3,neutral,2,3,angry,2,3,angry,1,3,angry,2,3,neutral,2,2,neutral,2,3,neutral,2,2,neutral,2,3,neutral,2,3
149,249.452,275.346,0.03253542,-0.1120664,0.417528,0.412409,30.21,30.17,Sess01_script03_M015,neutral,2,2.7,angry,3,2,neutral,2,3,angry,2,3,angry,1,3,neutral,2,3,neutral,2,2,neutral,2,3,neutral,2,2,angry,2,3,neutral,2,3
150,275.346,276.977,-0.1120664,-0.2277479,0.412409,0.393209,30.17,30.17,Sess01_script03_F016,angry,1.7,3.3,angry,3,3,angry,2,4,angry,2,4,angry,1,4,neutral,2,3,angry,1,2,neutral,2,3,angry,1,2,angry,2,4,angry,1,4
151,276.977,298.6,-0.2277479,0.02892037,0.393209,0.39065,30.17,30.15,Sess01_script03_M016,angry,1.7,2.8,angry,3,2,neutral,2,3,angry,2,3,angry,1,4,neutral,2,3,angry,1,2,neutral,2,3,angry,1,2,angry,2,3,angry,1,3
152,5.184,8.596,0.08676112,-0.2060577,0.353531,0.310013,29.73,29.71,Sess01_script04_M001,neutral,3.6,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,2,3,sad,4,3,neutral,3,3
153,8.596,10.606,-0.2060577,0.02530533,0.310013,0.289534,29.71,29.71,Sess01_script04_F001,neutral,4.2,3.3,neutral,4,3,happy,4,4,neutral,4,3,neutral,4,3,neutral,5,3,neutral,4,4,neutral,5,3,neutral,4,4,neutral,4,3,neutral,4,3
154,10.606,13.451,0.02530533,0.03253542,0.289534,0.278014,29.71,29.71,Sess01_script04_M002,neutral,3.7,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,2,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,4,3
155,13.451,16.778,0.03253542,-0.05061065,0.278014,0.267775,29.71,29.67,Sess01_script04_F002,neutral,3.7,3,neutral,4,3,happy,4,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,3,3
156,16.778,29.303,-0.05061065,0.06507084,0.267775,0.251136,29.67,29.69,Sess01_script04_M003,neutral,3.4,3,neutral,4,3,happy,4,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,2,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,3,3
157,29.303,30.133,0.06507084,-0.0469956,0.251136,0.251136,29.69,29.69,Sess01_script04_F003,neutral,4,3.1,happy,4,3,happy,4,4,happy,4,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,3,3,happy,5,3,neutral,4,3
158,30.133,44.043,-0.0469956,0.04338056,0.251136,0.226817,29.69,29.71,Sess01_script04_M004,neutral,3,3,neutral,3,3,sad,3,3,surprise,3,3,neutral,2,3,neutral,3,3,neutral,2,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,3,3
159,44.043,49.764,0.04338056,0.003615046,0.226817,0.226817,29.71,29.69,Sess01_script04_F004,neutral,3.6,3,neutral,4,3,sad,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,3,3
160,49.764,53.434,0.003615046,0.2205178,0.226817,0.219137,29.69,29.69,Sess01_script04_M005,neutral,3.4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,3,3
161,53.434,56.821,0.2205178,-0.0542257,0.219137,0.215297,29.69,29.69,Sess01_script04_M006,neutral,3.2,2.9,surprise,3,2,surprise,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,5,3,neutral,3,3,surprise,3,3,neutral,3,3
162,56.821,61.496,-0.0542257,-0.1879824,0.215297,0.203778,29.69,29.73,Sess01_script04_F005,neutral,3.7,3,neutral,4,3,happy,4,3,surprise,3,3,neutral,3,3,neutral,4,3,surprise,3,3,happy,5,3,surprise,3,3,neutral,4,3,neutral,4,3
163,61.496,69.733,-0.1879824,0.01446019,0.203778,0.208898,29.73,29.73,Sess01_script04_M007,neutral,3.9,3,neutral,3,3,happy,4,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,4,3,happy,5,3,neutral,4,3,neutral,4,3,neutral,4,3
164,69.733,77.399,0.01446019,-0.05784074,0.208898,0.216577,29.73,29.71,Sess01_script04_F006,neutral,4,3,happy,4,3,happy,4,3,neutral,4,3,neutral,3,3,neutral,4,3,neutral,4,3,happy,5,3,neutral,4,3,neutral,4,3,neutral,4,3
165,77.399,89.649,-0.05784074,-0.4518808,0.216577,0.217857,29.71,29.65,Sess01_script04_M008,neutral,3.3,3,neutral,3,3,surprise,3,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,4,3
166,89.649,95.886,-0.4518808,-0.1915975,0.217857,0.206338,29.65,29.61,Sess01_script04_F007,neutral,3.6,3,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,4,3,neutral,3,3
167,95.886,106.417,-0.1915975,0.155447,0.206338,0.197378,29.61,29.63,Sess01_script04_M009,neutral,2.3,2.7,angry,3,2,neutral,2,3,neutral,2,3,surprise,2,3,angry,2,3,neutral,2,2,neutral,3,3,neutral,3,2,neutral,2,3,angry,2,3
168,106.417,110.637,0.155447,0.0469956,0.197378,0.193538,29.63,29.63,Sess01_script04_F008,neutral,2.2,2.4,angry,2,2,surprise,2,2,surprise,2,3,surprise,2,3,angry,2,3,neutral,2,2,neutral,2,2,neutral,3,2,neutral,3,2,neutral,2,3
169,110.637,117.991,0.0469956,-0.3145091,0.193538,0.194818,29.63,29.63,Sess01_script04_M010,neutral,2.3,2.6,neutral,3,3,sad,3,2,neutral,2,3,angry,2,3,angry,2,3,neutral,2,2,neutral,2,2,neutral,3,2,neutral,2,3,neutral,2,3
170,117.991,119.256,-0.3145091,-0.09760625,0.194818,0.196098,29.63,29.65,Sess01_script04_F009,neutral,2,2.4,angry,2,1,sad,2,2,neutral,2,3,angry,2,3,neutral,2,3,sad,2,2,neutral,2,2,sad,2,2,neutral,2,3,neutral,2,3
171,119.256,126.52,-0.09760625,0.1771373,0.196098,0.189698,29.65,29.65,Sess01_script04_M011,neutral,2,2.6,neutral,3,3,neutral,2,2,neutral,2,3,surprise,2,3,sad,2,3,sad,2,2,neutral,1,2,sad,2,2,neutral,2,3,neutral,2,3
172,126.52,129.672,0.1771373,-0.03615047,0.189698,0.182019,29.65,29.67,Sess01_script04_F010,surprise,2.2,2.5,surprise,3,2,surprise,2,2,surprise,2,3,neutral,2,3,sad,2,3,neutral,2,2,neutral,2,2,surprise,2,2,surprise,3,3,neutral,2,3
173,129.672,132.022,-0.03615047,-0.3361993,0.182019,0.182019,29.67,29.65,Sess01_script04_M012,neutral,2.2,2.6,angry,3,2,surprise,2,2,neutral,2,3,angry,2,3,sad,2,3,disgust,2,2,neutral,2,3,surprise,2,2,neutral,3,3,neutral,2,3
174,132.022,134.633,-0.3361993,0.0469956,0.182019,0.199938,29.65,29.65,Sess01_script04_F011,angry,1.9,2.9,angry,3,2,angry,2,3,angry,2,3,angry,2,4,angry,2,3,disgust,1,2,neutral,1,3,surprise,2,2,neutral,2,4,angry,2,3
175,134.633,141.804,0.0469956,0.01084514,0.199938,0.189698,29.65,29.67,Sess01_script04_M013,neutral,1.9,2.6,angry,3,2,neutral,2,3,neutral,2,3,angry,2,3,sad,2,3,neutral,2,2,neutral,1,2,neutral,2,2,neutral,2,3,neutral,1,3
176,141.804,146.688,0.01084514,0.003615046,0.189698,0.188418,29.67,29.69,Sess01_script04_F012,angry,1.9,2.8,angry,3,3,angry,2,2,angry,2,3,angry,2,3,sad,1,3,angry,2,2,neutral,2,3,angry,2,2,neutral,2,4,angry,1,3
177,146.688,169.635,0.003615046,-0.02892037,0.188418,0.184579,29.69,29.69,Sess01_script04_M014,neutral,1.9,2.7,angry,3,2,angry,2,3,neutral,2,3,surprise,2,3,sad,1,4,neutral,2,2,neutral,2,2,neutral,2,2,neutral,2,3,neutral,1,3
178,169.635,171.232,-0.02892037,-0.2422081,0.184579,0.184579,29.69,29.71,Sess01_script04_F013,surprise,1.8,2.5,surprise,2,2,surprise,2,3,surprise,2,3,surprise,2,3,surprise,2,3,surprise,1,1,neutral,2,2,surprise,2,2,neutral,2,3,surprise,1,3
179,171.232,172.309,-0.2422081,-0.06868588,0.184579,0.176899,29.71,29.67,Sess01_script04_F014,surprise,1.8,2.5,surprise,2,2,angry,2,2,neutral,2,3,surprise,2,3,surprise,2,3,surprise,1,1,neutral,2,2,surprise,2,2,neutral,2,4,neutral,1,3
180,172.309,188.58,-0.06868588,-0.2385931,0.176899,0.166659,29.67,29.73,Sess01_script04_M015,neutral,1.8,2.8,disgust,3,2,neutral,2,3,neutral,2,3,angry,2,3,angry,1,3,disgust,1,1,neutral,2,3,surprise,2,4,neutral,2,3,neutral,1,3
181,188.58,190.374,-0.2385931,0.02169028,0.166659,0.173059,29.73,29.73,Sess01_script04_F015,surprise,1.7,3.4,surprise,2,3,angry,2,4,surprise,2,4,disgust,2,4,angry,1,3,disgust,1,1,neutral,2,3,surprise,2,4,neutral,2,4,surprise,1,4
182,190.374,193.707,0.02169028,-0.1265266,0.173059,0.174339,29.73,29.73,Sess01_script04_M016,neutral;disgust,1.8,3,disgust,3,2,angry,2,4,neutral,2,3,disgust,2,4,angry,1,3,disgust,1,1,neutral,2,3,disgust,2,4,neutral,2,3,neutral,1,3
183,193.707,198.357,-0.1265266,-0.02169028,0.174339,0.175619,29.73,29.75,Sess01_script04_F016,surprise,1.6,3.5,surprise,2,4,surprise,2,4,surprise,2,4,disgust,1,4,angry,1,3,surprise,1,1,surprise,2,3,surprise,2,4,neutral,2,4,neutral,1,4
184,198.357,210.164,-0.02169028,-0.2024426,0.175619,0.165379,29.75,29.75,Sess01_script04_M017,neutral,1.6,3.1,angry,3,3,surprise,2,3,neutral,2,3,disgust,1,4,angry,1,4,disgust,1,1,neutral,2,3,disgust,1,4,neutral,2,3,neutral,1,3
185,210.164,223.59,-0.2024426,-0.02530533,0.165379,0.16154,29.75,29.75,Sess01_script04_F017,neutral,1.6,3,angry,3,2,sad,2,2,neutral,2,3,disgust,1,4,angry,1,4,disgust,1,1,neutral,2,3,disgust,1,4,neutral,2,4,neutral,1,3
186,223.59,232.495,-0.02530533,-0.2819736,0.16154,0.1577,29.75,29.75,Sess01_script04_M018,angry,1.5,3.3,angry,3,3,angry,1,3,angry,2,3,disgust,1,4,angry,1,4,angry,1,1,neutral,2,3,angry,1,4,angry,2,4,angry,1,4
187,232.495,238.139,-0.2819736,-0.1626771,0.1577,0.1513,29.75,29.77,Sess01_script04_F018,angry,1.4,3.8,angry,2,4,angry,1,4,angry,2,4,surprise,1,4,angry,1,5,angry,1,1,angry,2,4,angry,1,4,angry,2,4,angry,1,4
188,238.139,244.8,-0.1626771,0.06868588,0.1513,0.14746,29.77,29.75,Sess01_script04_M019,angry,1.5,3.5,angry,3,3,angry,1,4,angry,2,3,angry,1,4,angry,1,5,angry,1,1,angry,2,4,angry,1,4,angry,2,3,angry,1,4
189,244.8,263.148,0.06868588,-0.02530533,0.14746,0.14106,29.75,29.75,Sess01_script04_F019,angry,1.4,4.3,angry,1,5,angry,2,5,angry,2,4,angry,1,4,angry,1,5,angry,1,1,angry,2,5,angry,1,4,angry,2,5,angry,1,5
190,263.148,273.82,-0.02530533,-0.1084514,0.14106,0.133381,29.75,29.75,Sess01_script04_F020,angry,1.2,4.4,angry,1,5,angry,1,5,angry,2,4,angry,1,5,angry,1,5,angry,1,1,angry,1,5,angry,1,4,angry,2,5,angry,1,5
191,273.82,286.7,-0.1084514,-0.01807523,0.133381,0.121861,29.75,29.71,Sess01_script04_M020,angry,1.3,3.7,angry,1,3,angry,1,4,angry,2,3,angry,1,5,angry,1,5,angry,1,1,angry,2,4,angry,1,4,neutral,2,4,angry,1,4
192,5.785,14.606,0.01807523,-0.2892037,0.110342,0.111622,29.77,29.79,Sess01_script05_M001,neutral,2.2,2.3,angry,1,2,angry,2,2,neutral,2,3,neutral,3,2,neutral,2,2,neutral,2,2,neutral,2,3,neutral,2,2,neutral,3,2,neutral,3,3
193,14.606,16.881,-0.2892037,0.003615046,0.111622,0.116742,29.79,29.81,Sess01_script05_F001,neutral,2.2,1.9,angry,2,2,sad,2,2,neutral,2,2,disgust,3,2,neutral,1,1,neutral,2,2,neutral,2,3,neutral,2,2,neutral,3,1,neutral,3,2
194,16.881,24.997,0.003615046,-0.03976551,0.116742,0.105222,29.81,29.79,Sess01_script05_M002,neutral,2.1,2,angry,2,3,sad,1,2,neutral,2,2,disgust,3,2,neutral,1,1,neutral,2,2,neutral,2,3,neutral,2,2,neutral,3,1,neutral,3,2
195,24.997,27.316,-0.03976551,-0.2205178,0.105222,0.14746,29.79,29.79,Sess01_script05_F002,neutral,2.2,1.8,angry,2,2,sad,2,1,neutral,2,2,neutral,3,2,neutral,1,1,neutral,2,2,neutral,2,3,neutral,2,2,neutral,3,1,neutral,3,2
196,27.316,30.256,-0.2205178,-0.2241329,0.14746,0.124421,29.79,29.83,Sess01_script05_M003,neutral,2.2,1.7,angry,2,2,sad,2,1,neutral,2,2,neutral,3,2,neutral,1,1,neutral,2,2,neutral,2,2,neutral,2,2,neutral,3,1,neutral,3,2
197,30.256,34.492,-0.2241329,-0.1048364,0.124421,0.096262,29.83,29.81,Sess01_script05_F003,angry,2.1,2.3,angry,2,3,angry,2,2,angry,2,3,disgust,3,2,neutral,1,2,disgust,2,2,neutral,2,2,disgust,2,2,neutral,2,2,angry,3,3
