Numb,Wav,,ECG,,E4-EDA,,E4-TEMP,,Segment ID,Total Evaluation,,,Eval01F,,,Eval02M,,,Eval03F,,,Eval04F,,,Eval05M,,,Eval06M,,,Eval07M,,,Eval08F,,,Eval09M,,,Eval10F,,
99,270.499,297.001,0.0469956,0.03976551,0.151061,0.14594,30.53,30.47,Sess02_script02_M018,sad,1.5,2.1,sad,1,2,sad,2,2,neutral,2,2,sad,1,3,sad,1,1,sad,1,1,sad,2,2,sad,1,3,neutral,2,3,neutral,2,2
100,297.001,309.693,0.03976551,-0.01084514,0.14594,0.1485,30.47,30.43,Sess02_script02_F017,sad,1.5,2.2,sad,1,2,sad,2,2,sad,2,2,sad,1,3,sad,1,2,sad,1,1,sad,2,2,sad,1,3,neutral,3,3,sad,1,2
101,309.693,325.027,-0.01084514,0.04338056,0.1485,0.185625,30.43,30.39,Sess02_script02_M019,sad,1.7,2.1,sad,2,1,sad,2,2,sad,2,2,sad,1,3,sad,1,2,sad,1,1,sad,2,2,sad,1,3,neutral,3,3,neutral,2,2
102,325.027,334.4,0.04338056,-0.05061065,0.185625,0.175384,30.39,30.35,Sess02_script02_F018,sad,1.5,2.4,sad,1,3,sad,2,2,sad,2,2,sad,1,3,sad,1,2,sad,1,1,sad,2,2,sad,1,3,neutral,3,3,sad,1,3
103,334.4,344.474,-0.05061065,-0.02892037,0.175384,0.172824,30.35,30.35,Sess02_script02_M020,sad,1.7,2.1,sad,2,1,sad,2,2,sad,2,2,sad,1,3,sad,1,2,sad,1,1,sad,2,2,sad,1,3,neutral,3,3,neutral,2,2
104,344.474,351.688,-0.02892037,-0.01807523,0.172824,0.179224,30.35,30.35,Sess02_script02_F019,sad,1.4,3.2,sad,1,4,sad,1,2,sad,2,3,sad,1,4,sad,1,4,angry,1,1,sad,2,2,sad,1,4,neutral,3,4,sad,1,4
105,351.688,352.635,-0.01807523,-0.007230093,0.179224,0.175384,30.35,30.35,Sess02_script02_M021,sad,1.7,2.4,sad,2,2,sad,2,2,neutral,2,2,sad,1,4,sad,1,2,sad,1,1,sad,2,2,sad,1,4,neutral,3,3,neutral,2,2
106,352.635,366.715,-0.007230093,0.08314607,0.175384,0.171543,30.35,30.35,Sess02_script02_F020,sad,1.5,2.9,angry,2,3,sad,1,2,sad,2,3,sad,1,4,sad,1,4,sad,1,1,sad,2,2,sad,1,4,sad,3,3,sad,1,3
107,366.715,371.413,0.08314607,0.01446019,0.171543,0.171543,30.35,30.35,Sess02_script02_M022,sad,1.7,2.4,sad,2,2,sad,2,2,neutral,2,2,sad,1,4,sad,1,3,sad,1,1,sad,2,2,sad,1,3,neutral,3,3,sad,2,2
108,371.413,388.067,0.01446019,-0.02530533,0.171543,0.170263,30.35,30.35,Sess02_script02_F021,sad,1.9,2.9,sad,4,3,sad,2,2,sad,2,3,sad,1,4,sad,1,4,sad,1,1,sad,2,2,sad,1,4,neutral,3,3,sad,2,3
109,388.067,396.415,-0.02530533,-0.1012213,0.170263,0.165143,30.35,30.37,Sess02_script02_M023,sad,1.8,2.4,sad,3,2,sad,2,2,neutral,2,2,sad,1,4,sad,1,2,sad,1,1,sad,2,2,sad,1,3,neutral,3,3,neutral,2,3
110,396.415,412.6,-0.1012213,-0.02892037,0.165143,0.165143,30.37,30.35,Sess02_script02_M024,sad,1.7,2.3,sad,2,2,sad,2,2,neutral,2,2,sad,1,3,sad,1,2,sad,1,1,sad,2,2,sad,1,3,neutral,3,3,sad,2,3
111,3.803,14.637,0.3687347,-0.01807523,0.209949,0.183065,30.53,30.51,Sess02_script03_F001,surprise,3.1,3.4,surprise,3,4,surprise,3,3,surprise,3,3,surprise,3,4,surprise,4,3,surprise,4,4,surprise,3,3,surprise,2,4,surprise,3,3,surprise,3,3
112,14.637,24.215,-0.01807523,-0.04338056,0.183065,0.189466,30.51,30.53,Sess02_script03_M001,disgust,2.5,3.1,disgust,3,3,disgust,2,3,neutral,3,3,disgust,2,3,disgust,3,4,disgust,2,2,disgust,2,3,angry,2,4,neutral,3,3,neutral,3,3
113,24.215,32.263,-0.04338056,-0.03615047,0.189466,0.177944,30.53,30.49,Sess02_script03_F002,disgust,2.2,3.2,disgust,2,3,angry,2,4,neutral,3,3,disgust,2,3,disgust,2,4,disgust,2,2,disgust,2,3,angry,2,4,neutral,3,3,angry,2,3
114,32.263,38.222,-0.03615047,0.003615046,0.177944,0.209949,30.49,30.45,Sess02_script03_M002,disgust,2.1,3.2,disgust,2,3,disgust,2,3,disgust,3,3,disgust,1,4,disgust,2,3,neutral,2,2,disgust,2,4,angry,2,4,neutral,3,3,disgust,2,3
115,38.222,39.695,0.003615046,-0.01807523,0.209949,0.21635,30.45,30.47,Sess02_script03_F003,disgust,2,3.1,disgust,2,3,disgust,3,3,disgust,2,3,disgust,1,4,disgust,2,3,disgust,2,2,disgust,2,3,disgust,2,4,neutral,2,3,disgust,2,3
116,39.695,45.942,-0.01807523,-0.007230093,0.21635,0.204828,30.47,30.45,Sess02_script03_F004,happy,3.7,3.8,happy,4,4,happy,4,4,neutral,3,3,happy,4,4,happy,4,4,happy,4,4,happy,4,4,angry,2,4,happy,4,3,happy,4,4
117,45.942,53.556,-0.007230093,-0.003615046,0.204828,0.183065,30.45,30.43,Sess02_script03_M003,neutral,2.9,3,angry,3,2,neutral,3,3,neutral,3,3,angry,2,3,happy,4,4,angry,3,2,neutral,3,3,angry,2,4,neutral,4,3,neutral,2,3
118,53.556,58.062,-0.003615046,-0.02169028,0.183065,0.180505,30.43,30.45,Sess02_script03_F005,angry,2.1,3.2,angry,2,4,angry,2,3,disgust,2,3,disgust,2,3,disgust,2,3,angry,2,2,angry,2,3,angry,2,4,neutral,3,3,angry,2,4
119,58.062,90.737,-0.02169028,-0.0542257,0.180505,0.198427,30.45,30.51,Sess02_script03_M004,disgust,1.9,2.5,disgust,1,2,disgust,2,3,disgust,2,2,disgust,1,3,disgust,2,2,disgust,1,1,neutral,3,3,disgust,2,3,neutral,3,3,neutral,2,3
120,90.737,96.299,-0.0542257,-0.03253542,0.198427,0.199707,30.51,30.57,Sess02_script03_F006,angry,1.8,3.1,angry,2,4,angry,2,4,disgust,2,3,disgust,1,3,angry,2,2,angry,1,1,disgust,2,3,disgust,2,4,angry,2,3,angry,2,4
121,96.299,98.371,-0.03253542,-0.01446019,0.199707,0.200987,30.57,30.59,Sess02_script03_M005,angry,1.9,3,disgust,2,3,angry,2,4,angry,2,3,disgust,1,3,disgust,2,2,angry,1,1,angry,2,3,disgust,2,4,neutral,3,3,angry,2,4
122,98.371,102.53,-0.01446019,-0.01084514,0.200987,0.211229,30.59,30.59,Sess02_script03_F007,angry,1.5,4,angry,1,5,angry,2,5,angry,2,4,angry,1,4,angry,1,5,angry,1,1,angry,2,4,angry,2,4,angry,2,3,angry,1,5
123,102.53,105.965,-0.01084514,-0.02530533,0.211229,0.206108,30.59,30.61,Sess02_script03_M006,angry,1.7,3.4,disgust,2,4,angry,2,4,angry,2,3,angry,1,4,angry,1,4,angry,1,1,angry,2,3,angry,2,4,neutral,2,3,angry,2,4
124,105.965,113.458,-0.02530533,-0.02892037,0.206108,0.203548,30.61,30.61,Sess02_script03_F008,angry,1.5,3.9,angry,1,4,disgust,2,4,angry,2,4,disgust,2,4,angry,1,5,disgust,1,1,disgust,1,4,angry,2,5,neutral,2,3,angry,1,5
125,113.458,118.777,-0.02892037,-0.01084514,0.203548,0.190746,30.61,30.61,Sess02_script03_M007,angry,2.2,3,disgust,3,3,neutral,3,3,neutral,2,3,disgust,2,3,angry,2,4,angry,1,1,fear,2,3,angry,2,4,neutral,3,3,angry,2,3
126,118.777,126.743,-0.01084514,-0.06145579,0.190746,0.206108,30.61,30.57,Sess02_script03_M008,neutral,2.2,2.5,angry,3,2,neutral,3,3,neutral,3,3,disgust,2,2,disgust,1,2,neutral,1,1,angry,2,3,neutral,2,3,neutral,3,3,neutral,2,3
127,126.743,131.903,-0.06145579,-0.01084514,0.206108,0.207388,30.57,30.57,Sess02_script03_M009,neutral,2.6,2.9,neutral,2,3,disgust,2,3,neutral,4,3,neutral,3,3,disgust,2,3,neutral,2,2,neutral,3,3,neutral,2,3,neutral,3,3,neutral,3,3
128,131.903,137.531,-0.01084514,0.05061065,0.207388,0.224031,30.57,30.55,Sess02_script03_M010,neutral,3,2.8,surprise,4,2,neutral,3,3,neutral,3,3,neutral,3,3,neutral,3,3,disgust,2,2,neutral,3,3,neutral,2,3,neutral,3,3,neutral,4,3
129,137.531,139.478,0.05061065,0.007230093,0.224031,0.224031,30.55,30.57,Sess02_script03_F009,neutral,2.4,2.7,angry,2,2,neutral,2,2,neutral,3,3,neutral,2,3,disgust,2,3,disgust,2,2,neutral,3,3,disgust,2,3,neutral,3,3,neutral,3,3
130,139.478,146.352,0.007230093,-0.03253542,0.224031,0.236832,30.57,30.57,Sess02_script03_M011,neutral;surprise,2.8,2.9,surprise,3,3,surprise,3,3,neutral,3,3,neutral,3,3,sad,2,2,surprise,3,3,neutral,3,3,disgust,2,3,surprise,3,3,neutral,3,3
131,146.352,149.845,-0.03253542,-0.02530533,0.236832,0.239393,30.57,30.55,Sess02_script03_F010,surprise,3.3,3.3,surprise,3,4,surprise,4,3,neutral,3,3,neutral,3,3,surprise,3,4,surprise,4,4,surprise,3,3,neutral,3,3,neutral,3,3,happy,4,3
132,149.845,151.315,-0.02530533,-0.02530533,0.239393,0.240673,30.55,30.55,Sess02_script03_M012,neutral;surprise,3.5,3.2,happy,3,3,neutral,4,3,neutral,4,3,surprise,3,3,surprise,3,4,surprise,4,4,surprise,3,3,neutral,3,3,neutral,4,3,happy,4,3
133,151.315,152.008,-0.02530533,-0.003615046,0.240673,0.238113,30.55,30.55,Sess02_script03_F011,surprise,3.3,3.3,surprise,3,4,surprise,4,3,neutral,3,3,surprise,3,3,surprise,3,4,surprise,4,4,surprise,3,3,surprise,3,3,neutral,3,3,happy,4,3
134,152.008,156.065,-0.003615046,0.01446019,0.238113,0.232992,30.55,30.53,Sess02_script03_M013,surprise,3.6,3.8,surprise,4,4,surprise,4,3,surprise,3,4,surprise,4,4,surprise,3,4,surprise,4,5,surprise,3,4,surprise,3,4,surprise,4,3,surprise,4,3
135,156.065,156.399,0.01446019,-0.03976551,0.232992,0.229151,30.53,30.49,Sess02_script03_F012,surprise,3.5,4,surprise,3,5,surprise,4,4,surprise,3,4,surprise,4,4,surprise,3,4,surprise,4,5,surprise,3,3,surprise,4,4,surprise,3,3,surprise,4,4
136,156.399,157.354,-0.03976551,-0.02892037,0.229151,0.231712,30.49,30.49,Sess02_script03_M014,surprise,4,4.3,surprise,5,5,surprise,4,4,surprise,4,4,surprise,4,4,surprise,4,5,surprise,4,5,surprise,4,4,surprise,4,4,surprise,3,4,surprise,4,4
137,157.354,163.742,-0.02892037,-0.007230093,0.231712,0.229151,30.49,30.43,Sess02_script03_F013,surprise,4.8,4.7,happy,5,5,surprise,5,5,happy,4,4,surprise,5,5,surprise,5,5,surprise,5,5,surprise,5,5,surprise,5,4,happy,4,4,surprise,5,5
138,163.742,168.215,-0.007230093,-0.02530533,0.229151,0.226591,30.43,30.41,Sess02_script03_M015,happy,4.6,4.4,happy,4,5,happy,5,5,neutral,4,4,happy,5,5,surprise,5,5,happy,5,5,surprise,4,4,surprise,5,4,happy,4,3,happy,5,4
139,168.215,174.506,-0.02530533,0.02892037,0.226591,0.250914,30.41,30.39,Sess02_script03_M016,neutral;surprise,4.3,4,surprise,3,4,happy,4,4,neutral,4,3,surprise,5,5,surprise,5,5,neutral,5,5,surprise,4,4,happy,5,4,neutral,4,3,neutral,4,3
140,174.506,180.44,0.02892037,-0.03615047,0.250914,0.245794,30.39,30.41,Sess02_script03_F014,surprise,4.2,4.3,surprise,4,4,surprise,5,5,neutral,3,4,surprise,5,5,surprise,5,5,angry,5,5,angry,3,3,surprise,5,4,neutral,3,4,surprise,4,4
141,180.44,185.694,-0.03615047,-0.05784074,0.245794,0.239393,30.41,30.43,Sess02_script03_M017,neutral;angry;surprise,3.8,4.1,angry,3,4,surprise,5,5,neutral,3,3,surprise,4,5,surprise,5,5,angry,5,5,angry,3,4,happy,5,4,neutral,3,3,neutral,2,3
142,185.694,188.596,-0.05784074,-0.07230093,0.239393,0.239393,30.43,30.43,Sess02_script03_F015,angry,3.7,4.3,angry,3,5,neutral,5,4,neutral,3,4,surprise,2,5,surprise,5,5,angry,5,5,angry,4,4,angry,5,4,neutral,3,3,angry,2,4
143,188.596,193.337,-0.07230093,0,0.239393,0.231712,30.43,30.43,Sess02_script03_M018,surprise,4.2,4.2,surprise,3,4,surprise,4,5,surprise,4,4,surprise,5,5,surprise,5,5,surprise,5,5,surprise,4,4,surprise,5,4,surprise,3,3,surprise,4,3
144,193.337,194.604,0,-0.1120664,0.231712,0.230431,30.43,30.43,Sess02_script03_F016,surprise,4.7,4.8,surprise,4,5,surprise,5,5,surprise,4,4,surprise,5,5,happy,5,5,surprise,5,5,surprise,5,5,surprise,5,5,surprise,4,4,surprise,5,5
145,194.604,199.368,-0.1120664,-0.03615047,0.230431,0.268837,30.43,30.45,Sess02_script03_M019,surprise,4.8,4.7,surprise,5,5,surprise,5,5,surprise,4,4,surprise,5,5,surprise,5,5,surprise,5,5,surprise,5,5,surprise,5,5,happy,4,3,surprise,5,5
146,199.368,202.948,-0.03615047,0.03976551,0.268837,0.261156,30.45,30.45,Sess02_script03_F017,happy,4.9,4.9,surprise,5,5,happy,5,5,happy,5,5,surprise,5,5,surprise,5,5,happy,5,5,happy,5,5,surprise,5,5,happy,4,4,happy,5,5
147,202.948,205.698,0.03976551,0.01084514,0.261156,0.256035,30.45,30.47,Sess02_script03_M020,happy,4.9,4.7,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,4,3,happy,5,4
148,205.698,208.063,0.01084514,-0.003615046,0.256035,0.257315,30.47,30.45,Sess02_script03_F018,happy,4.8,4.6,happy,5,5,happy,5,5,happy,4,4,happy,5,5,surprise,5,5,happy,5,5,happy,5,5,happy,5,5,happy,4,3,happy,5,4
149,208.063,210.861,-0.003615046,0.01807523,0.257315,0.253475,30.45,30.47,Sess02_script03_M021,happy,4.2,4.3,surprise,4,4,happy,4,5,happy,4,4,happy,5,5,happy,5,5,happy,5,5,happy,4,4,happy,5,5,neutral,3,3,neutral,3,3
150,210.861,214.284,0.01807523,-0.01807523,0.253475,0.249634,30.47,30.49,Sess02_script03_F019,happy,4.7,4.5,happy,5,5,happy,5,5,happy,5,4,happy,5,5,happy,5,5,happy,5,5,happy,4,4,happy,5,5,happy,4,3,happy,4,4
151,214.284,219.028,-0.01807523,0.01807523,0.249634,0.252194,30.49,30.49,Sess02_script03_M022,happy,4.7,4.5,happy,5,5,happy,5,5,happy,4,4,happy,5,5,happy,5,5,happy,5,5,happy,4,4,happy,5,5,happy,4,3,happy,5,4
152,219.028,227.68,0.01807523,-0.01807523,0.252194,0.244513,30.49,30.47,Sess02_script03_F020,happy,4.6,4.5,happy,5,5,happy,4,5,happy,4,4,happy,5,5,happy,5,5,happy,5,5,happy,4,4,happy,5,5,happy,4,3,happy,5,4
153,227.68,231.682,-0.01807523,0.007230093,0.244513,0.232992,30.47,30.49,Sess02_script03_M023,happy,4.4,3.9,happy,4,4,happy,4,4,happy,4,3,happy,5,5,happy,5,5,neutral,5,5,happy,4,3,happy,5,4,neutral,4,3,happy,4,3
154,231.682,233.414,0.007230093,-0.1807523,0.232992,0.240673,30.49,30.43,Sess02_script03_F021,happy,4.3,4,happy,4,4,surprise,4,4,happy,4,3,happy,5,5,happy,5,5,surprise,5,5,neutral,4,3,happy,5,4,neutral,3,3,happy,4,4
155,233.414,237.17,-0.1807523,0.1373718,0.240673,0.297001,30.43,30.43,Sess02_script03_M024,happy,4.2,3.7,happy,4,3,happy,4,4,happy,4,3,happy,5,4,happy,5,5,happy,5,5,neutral,4,3,happy,5,4,neutral,3,3,happy,3,3
156,237.17,241.676,0.1373718,-0.07230093,0.297001,0.280358,30.43,30.43,Sess02_script03_F022,happy,4.3,4,happy,4,4,happy,4,4,happy,4,4,happy,5,4,happy,5,5,happy,5,5,happy,4,3,happy,5,4,happy,3,3,happy,4,4
157,241.676,259.429,-0.07230093,0.007230093,0.280358,0.29188,30.43,30.41,Sess02_script03_M025,neutral,3.9,3.4,disgust,4,2,neutral,4,3,neutral,3,3,happy,5,4,happy,5,5,angry,4,4,neutral,4,3,happy,4,4,neutral,4,3,neutral,2,3
158,259.429,264.014,0.007230093,0.003615046,0.29188,0.282919,30.41,30.39,Sess02_script03_F023,happy,3.7,3.9,happy,4,4,happy,4,4,happy,4,4,happy,5,4,happy,4,5,neutral,4,4,surprise,3,3,happy,4,4,neutral,3,3,neutral,2,4
159,264.014,272.198,0.003615046,0.007230093,0.282919,0.307242,30.39,30.47,Sess02_script03_M026,happy,4.2,3.5,happy,4,3,happy,5,4,happy,4,3,happy,5,4,happy,5,4,angry,4,4,neutral,3,3,happy,4,4,neutral,4,3,neutral,4,3
160,272.198,275.797,0.007230093,-0.01446019,0.307242,0.314923,30.47,30.43,Sess02_script03_F024,happy,4,3.8,happy,4,2,happy,4,4,happy,4,4,happy,5,4,happy,5,5,happy,4,4,happy,4,4,happy,4,4,neutral,4,3,happy,2,4
161,275.797,276.477,-0.01446019,-0.01084514,0.314923,0.307242,30.43,30.43,Sess02_script03_M027,neutral,3.7,3.4,neutral,3,2,neutral,4,3,happy,3,3,happy,5,4,happy,5,5,neutral,4,4,neutral,4,3,happy,4,4,neutral,3,3,neutral,2,3
162,276.477,283.871,-0.01084514,-0.01807523,0.307242,0.300841,30.43,30.39,Sess02_script03_F025,happy,4.5,4,happy,5,3,happy,4,4,happy,4,4,happy,5,4,happy,5,5,happy,5,5,happy,5,4,happy,4,4,happy,4,3,happy,4,4
163,283.871,295.176,-0.01807523,0.01446019,0.300841,0.304682,30.39,30.39,Sess02_script03_M028,happy,4.2,3.8,happy,4,3,happy,4,4,happy,4,3,happy,5,4,happy,4,5,happy,5,5,happy,4,4,happy,4,4,happy,4,3,happy,4,3
164,295.176,299.618,0.01446019,-0.003615046,0.304682,0.299561,30.39,30.37,Sess02_script03_F026,happy,4.3,4.1,happy,4,4,happy,4,4,happy,4,4,happy,5,4,happy,5,5,happy,5,5,happy,4,4,happy,4,4,happy,4,3,happy,4,4
165,299.618,307.895,-0.003615046,-0.01084514,0.299561,0.29316,30.37,30.33,Sess02_script03_M029,happy,4.3,4.1,happy,4,3,happy,4,5,happy,4,4,happy,5,4,happy,5,5,happy,5,5,happy,4,4,happy,4,4,happy,4,3,happy,4,4
166,307.895,322.866,-0.01084514,-0.007230093,0.29316,0.300841,30.33,30.27,Sess02_script03_F027,happy,4.6,5,happy,4,5,happy,5,5,happy,4,5,happy,5,5,happy,5,5,happy,5,5,happy,4,5,happy,5,5,happy,4,5,happy,5,5
167,322.866,334.396,-0.007230093,-0.02169028,0.300841,0.266276,30.27,30.15,Sess02_script03_M030,surprise,4.8,4.6,surprise,5,5,surprise,5,5,happy,4,5,surprise,5,5,surprise,5,5,surprise,5,5,happy,5,4,surprise,5,5,happy,4,3,happy,5,4
168,334.396,337.385,-0.02169028,-0.01084514,0.266276,0.268837,30.15,30.11,Sess02_script03_F028,happy,5,4.9,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,4,happy,5,5,happy,5,5,happy,5,5
169,337.385,345.415,-0.01084514,0.08676112,0.268837,0.266276,30.11,30.09,Sess02_script03_M031,happy,4.6,4.2,happy,4,3,happy,5,5,happy,4,4,happy,5,5,happy,5,5,happy,5,5,happy,5,4,happy,5,5,happy,4,3,happy,4,3
170,345.415,363.75,0.08676112,-0.003615046,0.266276,0.275238,30.09,30.07,Sess02_script03_M032,happy,4.5,4.1,happy,4,3,happy,4,4,happy,4,4,happy,5,5,happy,5,5,happy,5,5,happy,5,4,happy,5,5,neutral,4,3,happy,4,3
171,4.283,28.606,-0.01084514,-0.05061065,0.267557,0.275238,30.23,30.19,Sess02_script04_M001,fear,1.8,2.8,fear,1,1,fear,2,4,fear,2,2,fear,1,4,fear,1,1,fear,2,2,neutral,3,3,fear,1,5,neutral,3,3,fear,2,3
172,28.606,33.627,-0.05061065,0.1662921,0.275238,0.252194,30.19,30.15,Sess02_script04_F001,fear,1.5,2.4,fear,1,1,fear,1,4,fear,2,2,fear,1,4,fear,1,1,fear,1,1,surprise,2,2,fear,1,5,surprise,3,2,fear,2,2
173,33.627,49.401,0.1662921,-0.007230093,0.252194,0.271397,30.15,30.17,Sess02_script04_M002,fear,1.5,2.6,fear,1,1,surprise,2,4,fear,2,2,fear,1,4,fear,1,2,fear,1,1,fear,2,2,fear,1,5,neutral,3,3,fear,1,2
174,49.401,53.985,-0.007230093,-0.01084514,0.271397,0.254755,30.17,30.19,Sess02_script04_F002,fear,1.7,2.9,fear,2,4,fear,2,3,neutral,2,2,fear,1,4,surprise,1,2,fear,1,1,fear,2,2,fear,1,5,neutral,3,3,neutral,2,3
175,53.985,64.654,-0.01084514,0,0.254755,0.248354,30.19,30.15,Sess02_script04_M003,fear,1.7,3,fear,2,3,fear,2,4,fear,2,2,fear,1,4,surprise,1,3,fear,1,1,neutral,2,2,fear,1,5,neutral,3,3,neutral,2,3
176,64.654,70.58,0,-0.01446019,0.248354,0.249634,30.15,30.15,Sess02_script04_F003,fear,1.6,3.6,fear,1,4,fear,2,4,fear,2,4,surprise,1,4,angry,1,4,fear,1,1,fear,2,2,fear,1,5,neutral,3,4,fear,2,4
177,70.58,95.4,-0.01446019,-0.01807523,0.249634,0.256035,30.15,30.17,Sess02_script04_M004,fear,1.7,2.8,fear,1,2,fear,2,4,surprise,2,2,surprise,1,4,fear,1,2,fear,1,1,neutral,3,3,fear,1,4,neutral,3,3,neutral,2,3
178,95.4,103.385,-0.01807523,-0.05784074,0.256035,0.257315,30.17,30.17,Sess02_script04_M005,fear,1.8,2.8,fear,2,2,surprise,2,3,fear,2,2,fear,1,4,fear,1,2,fear,1,1,neutral,2,3,fear,2,5,neutral,3,3,neutral,2,3
179,103.385,104.279,-0.05784074,-0.01446019,0.257315,0.256035,30.17,30.15,Sess02_script04_F004,surprise,1.9,4.2,fear,2,5,surprise,2,5,surprise,2,4,surprise,1,4,surprise,2,5,surprise,1,1,surprise,2,5,fear,2,5,neutral,3,4,surprise,2,4
180,104.279,107.619,-0.01446019,-0.003615046,0.256035,0.254755,30.15,30.17,Sess02_script04_M006,surprise,1.9,3.6,fear,2,2,surprise,2,4,surprise,2,4,surprise,1,5,surprise,2,5,fear,1,1,surprise,2,4,fear,2,5,neutral,3,3,fear,2,3
181,107.619,116.035,-0.003615046,-0.007230093,0.254755,0.253475,30.17,30.21,Sess02_script04_F005,fear,1.6,3.7,fear,2,3,surprise,2,4,surprise,2,4,surprise,1,5,fear,1,4,fear,1,1,fear,1,5,fear,2,5,neutral,3,3,fear,1,3
182,116.035,129.52,-0.007230093,-0.003615046,0.253475,0.29572,30.21,30.27,Sess02_script04_M007,fear,1.8,3.5,fear,2,2,surprise,2,4,surprise,2,4,fear,1,5,surprise,1,4,fear,1,1,fear,2,5,fear,2,5,neutral,3,3,surprise,2,2
183,129.52,137.323,-0.003615046,0.01807523,0.29572,0.280358,30.27,30.27,Sess02_script04_F006,fear,1.7,4,fear,2,4,fear,2,4,surprise,2,4,surprise,1,5,fear,1,5,fear,1,1,fear,2,4,fear,2,5,surprise,2,4,surprise,2,4
184,137.323,141.792,0.01807523,-0.003615046,0.280358,0.273957,30.27,30.23,Sess02_script04_M008,fear,1.9,3.4,fear,2,2,fear,2,4,neutral,2,3,surprise,1,5,surprise,1,5,fear,1,1,neutral,3,3,fear,2,5,neutral,3,3,fear,2,3
185,141.792,167.682,-0.003615046,0.3651197,0.273957,0.29572,30.23,30.21,Sess02_script04_M009,fear,1.9,3.2,fear,2,1,neutral,2,4,surprise,2,3,surprise,1,5,fear,1,4,fear,1,1,neutral,3,3,fear,2,5,neutral,3,3,fear,2,3
186,167.682,172.414,0.3651197,-0.1988275,0.29572,0.28932,30.21,30.21,Sess02_script04_F007,neutral,2.3,3.1,fear,4,2,neutral,2,3,fear,2,2,surprise,2,4,surprise,2,5,disgust,1,1,neutral,3,3,disgust,2,5,neutral,3,3,neutral,2,3
187,172.414,178.325,-0.1988275,0.02530533,0.28932,0.285479,30.21,30.21,Sess02_script04_M010,fear,2.2,2.9,fear,2,3,neutral,2,3,fear,2,2,fear,2,4,fear,2,2,fear,1,1,neutral,3,3,fear,2,5,neutral,3,3,neutral,3,3
188,178.325,180.535,0.02530533,-0.05784074,0.285479,0.2906,30.21,30.23,Sess02_script04_F008,neutral,2.1,3.1,fear,2,3,neutral,2,3,neutral,2,3,neutral,2,4,fear,2,3,fear,1,1,neutral,3,3,angry,2,5,neutral,3,3,neutral,2,3
189,180.535,188.235,-0.05784074,-0.03615047,0.2906,0.280358,30.23,30.21,Sess02_script04_M011,fear,1.8,2.9,fear,1,3,fear,2,3,fear,2,2,surprise,2,4,surprise,1,2,fear,1,1,neutral,2,3,fear,2,5,neutral,3,3,neutral,2,3
190,188.235,190.474,-0.03615047,-0.08314607,0.280358,0.29316,30.21,30.19,Sess02_script04_F009,neutral,2,3.1,fear,2,3,neutral,2,3,neutral,2,2,surprise,2,4,fear,1,4,fear,1,1,neutral,3,3,fear,2,5,neutral,3,3,neutral,2,3
191,190.474,209.248,-0.08314607,-0.02530533,0.29316,0.298281,30.19,30.31,Sess02_script04_M012,surprise,2,3.1,fear,2,2,surprise,2,3,surprise,2,3,surprise,2,4,fear,1,4,surprise,1,1,neutral,3,3,surprise,2,5,surprise,3,3,neutral,2,3
192,209.248,218.267,-0.02530533,0.07953102,0.298281,0.29188,30.31,30.39,Sess02_script04_F010,surprise,1.9,3.9,angry,2,4,fear,2,4,surprise,2,4,surprise,1,4,surprise,2,5,surprise,1,1,angry,3,4,angry,2,5,neutral,2,4,surprise,2,4
193,218.267,222.868,0.07953102,-0.003615046,0.29188,0.286759,30.39,30.39,Sess02_script04_M013,surprise,2.1,3.2,fear,2,2,surprise,3,3,surprise,2,4,surprise,1,4,surprise,2,4,fear,1,1,neutral,3,3,fear,2,5,neutral,3,3,neutral,2,3
194,222.868,233.556,-0.003615046,0.08314607,0.286759,0.281638,30.39,30.43,Sess02_script04_M014,neutral,2,2.9,disgust,1,2,neutral,3,3,fear,2,2,surprise,1,4,surprise,2,4,disgust,1,1,neutral,3,2,fear,2,5,neutral,3,3,neutral,2,3
195,233.556,236.027,0.08314607,-0.02892037,0.281638,0.288039,30.43,30.41,Sess02_script04_F011,neutral,1.9,2.7,disgust,2,2,neutral,2,3,fear,2,2,surprise,1,4,sad,2,2,disgust,1,1,neutral,3,3,fear,1,5,neutral,3,3,neutral,2,2
196,236.027,246.676,-0.02892037,-0.03253542,0.288039,0.282919,30.41,30.37,Sess02_script04_M015,neutral,1.8,2.7,fear,1,2,sad,2,3,neutral,2,2,fear,1,4,sad,2,2,disgust,1,1,neutral,3,3,fear,1,5,neutral,3,3,neutral,2,2
197,246.676,249.381,-0.03253542,0.1229116,0.282919,0.280358,30.37,30.37,Sess02_script04_F012,fear,1.7,3,fear,1,4,surprise,2,4,fear,2,2,fear,1,4,fear,1,2,fear,1,1,neutral,3,3,fear,1,5,neutral,3,3,fear,2,2
198,249.381,257.242,0.1229116,-0.007230093,0.280358,0.273957,30.37,30.33,Sess02_script04_F013,fear,1.4,3.9,disgust,1,4,surprise,2,4,fear,2,4,fear,1,4,fear,1,5,disgust,1,1,disgust,2,4,fear,1,5,surprise,2,4,fear,1,4
