Numb,Wav,,ECG,,E4-EDA,,E4-TEMP,,Segment ID,Total Evaluation,,,Eval01F,,,Eval02M,,,Eval03F,,,Eval04F,,,Eval05M,,,Eval06M,,,Eval07M,,,Eval08F,,,Eval09M,,,Eval10F,,
98,257.446,270.499,0.01084514,0.08314607,0.992206,1.003739,33.23,33.33,Sess02_script02_F016,surprise,1.7,2.9,sad,2,3,surprise,2,2,neutral,2,3,surprise,1,5,sad,1,2,fear,1,1,surprise,2,3,surprise,2,5,neutral,2,3,surprise,2,2
99,270.499,297.001,0.08314607,-0.1156815,1.003739,0.902502,33.33,33.27,Sess02_script02_M018,sad,1.9,2.8,fear,4,2,sad,2,3,sad,2,2,sad,1,4,sad,1,1,fear,1,1,neutral,3,4,sad,2,5,neutral,2,3,sad,1,3
100,297.001,309.693,-0.1156815,0.007230093,0.902502,0.815361,33.27,33.25,Sess02_script02_F017,sad,1.7,2.8,sad,2,3,sad,2,2,sad,2,2,sad,1,4,sad,1,2,fear,1,1,neutral,3,4,sad,1,5,sad,2,3,sad,2,2
101,309.693,325.027,0.007230093,-0.01084514,0.815361,0.725657,33.25,33.25,Sess02_script02_M019,sad,1.8,2.6,sad,4,2,sad,3,2,sad,2,2,sad,1,4,sad,1,1,fear,1,1,angry,2,3,sad,1,5,sad,2,4,sad,1,2
102,325.027,334.4,-0.01084514,-0.01084514,0.725657,0.678242,33.25,33.25,Sess02_script02_F018,sad,1.6,2.5,sad,2,2,sad,2,2,neutral,2,2,sad,1,4,sad,1,1,fear,1,1,angry,2,3,sad,1,5,neutral,2,3,sad,2,2
103,334.4,344.474,-0.01084514,0.01084514,0.678242,0.634671,33.25,33.23,Sess02_script02_M020,sad,1.7,3.7,sad,4,4,sad,2,4,sad,2,3,sad,1,5,angry,1,4,fear,1,1,sad,2,3,sad,1,5,angry,2,4,sad,1,4
104,344.474,351.688,0.01084514,0.05061065,0.634671,0.530802,33.23,33.23,Sess02_script02_F019,sad,1.6,2.8,sad,3,3,sad,2,2,sad,2,2,sad,1,5,sad,1,2,fear,1,1,neutral,2,3,sad,1,5,neutral,2,3,sad,1,2
105,351.688,352.635,0.05061065,-0.03615047,0.530802,0.388557,33.23,33.18,Sess02_script02_M021,sad;angry,1.5,4,sad,2,4,angry,2,4,neutral,2,4,sad,1,5,angry,1,5,angry,1,1,angry,2,4,sad,1,5,neutral,2,4,sad,1,4
106,352.635,366.715,-0.03615047,-0.02530533,0.388557,0.291164,33.18,33.23,Sess02_script02_F020,sad,1.3,3.4,sad,1,4,sad,1,4,sad,2,2,sad,1,5,sad,1,4,fear,1,1,angry,2,4,sad,1,5,sad,2,3,sad,1,2
107,366.715,371.413,-0.02530533,0.02530533,0.291164,0.246312,33.23,33.23,Sess02_script02_M022,sad,1.5,2.9,angry,3,2,sad,2,2,sad,2,2,sad,1,5,sad,1,2,sad,1,1,sad,1,4,sad,1,5,sad,2,4,sad,1,2
108,371.413,388.067,0.02530533,0.01446019,0.246312,0.608972,33.23,33.15,Sess02_script02_F021,sad,1.7,2.9,sad,2,3,sad,2,2,sad,2,2,sad,1,5,sad,1,2,sad,1,1,sad,3,4,sad,1,5,sad,2,3,sad,2,2
109,388.067,396.415,0.01446019,0,0.608972,0.612817,33.15,33.05,Sess02_script02_M023,angry,1.6,4.3,angry,2,5,angry,2,5,sad,2,4,angry,1,5,angry,1,5,angry,1,1,angry,3,4,angry,1,5,angry,2,5,sad,1,4
110,396.415,412.6,0,-0.007230093,0.612817,0.475698,33.05,33.18,Sess02_script02_M024,sad,1.6,3.6,fear,3,4,sad,2,4,sad,2,4,sad,1,5,sad,1,2,fear,1,1,angry,1,4,sad,1,5,sad,2,4,sad,2,3
111,3.803,14.637,0.04338056,-0.01807523,0.417764,0.107912,32.97,32.97,Sess02_script03_F001,neutral,2.7,3,neutral,2,2,angry,2,3,neutral,3,3,neutral,3,3,neutral,3,4,neutral,3,4,disgust,2,2,disgust,3,3,neutral,3,3,neutral,3,3
112,14.637,24.215,-0.01807523,0.02530533,0.107912,0.468009,32.97,32.95,Sess02_script03_M001,neutral,3,2.8,fear,3,2,neutral,4,3,neutral,3,3,neutral,3,3,neutral,3,2,neutral,3,4,neutral,3,2,disgust,3,3,neutral,2,3,neutral,3,3
113,24.215,32.263,0.02530533,-0.003615046,0.468009,0.316794,32.95,32.87,Sess02_script03_F002,neutral,3.1,3.2,neutral,3,3,neutral,4,3,neutral,3,3,neutral,3,4,neutral,3,2,neutral,3,4,neutral,3,3,neutral,3,4,neutral,3,3,neutral,3,3
114,32.263,38.222,-0.003615046,-0.03253542,0.316794,0.070749,32.87,32.89,Sess02_script03_M002,angry,2.7,2.9,angry,2,3,angry,3,3,disgust,3,3,disgust,2,4,neutral,3,2,angry,3,2,neutral,3,2,disgust,3,4,neutral,3,3,angry,2,3
115,38.222,39.695,-0.03253542,-0.03253542,0.070749,0.230934,32.89,32.91,Sess02_script03_F003,neutral,2.7,2.8,neutral,2,3,neutral,3,3,neutral,3,3,neutral,2,3,neutral,3,2,angry,3,2,neutral,3,2,neutral,3,4,neutral,3,3,neutral,2,3
116,39.695,45.942,-0.03253542,0,0.230934,0.196334,32.91,32.91,Sess02_script03_F004,neutral;disgust,2.5,2.8,neutral,2,2,disgust,3,3,neutral,3,3,disgust,2,4,neutral,3,2,disgust,2,2,disgust,2,2,disgust,3,4,neutral,3,3,neutral,2,3
117,45.942,53.556,0,-0.03615047,0.196334,0.248875,32.91,32.87,Sess02_script03_M003,disgust,1.9,3.1,angry,1,4,disgust,2,4,disgust,2,3,disgust,2,4,neutral,3,2,disgust,1,1,disgust,2,2,disgust,2,4,angry,2,3,disgust,2,4
118,53.556,58.062,-0.03615047,-0.007230093,0.248875,0.025897,32.87,32.91,Sess02_script03_F005,neutral,2.2,2.9,neutral,2,3,neutral,3,4,neutral,3,3,disgust,2,4,neutral,3,2,angry,1,1,disgust,2,2,disgust,2,4,neutral,2,3,neutral,2,3
119,58.062,90.737,-0.007230093,0.01807523,0.025897,0.352408,32.91,32.91,Sess02_script03_M004,neutral,3.3,3.3,fear,4,3,neutral,4,4,neutral,3,3,neutral,3,4,neutral,4,2,neutral,4,4,disgust,4,3,neutral,2,4,neutral,3,3,neutral,2,3
120,90.737,96.299,0.01807523,-0.04338056,0.352408,0.230667,32.91,32.89,Sess02_script03_F006,neutral,2.9,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,2,4,neutral,3,2,angry,2,2,neutral,4,3,neutral,3,4,neutral,3,3,neutral,3,3
121,96.299,98.371,-0.04338056,-0.02892037,0.230667,0.143526,32.89,32.91,Sess02_script03_M005,angry,2.2,3.4,angry,2,4,angry,2,3,neutral,2,3,angry,2,4,neutral,3,4,angry,2,2,angry,2,4,angry,3,4,neutral,2,3,angry,2,3
122,98.371,102.53,-0.02892037,0.03615047,0.143526,0.064074,32.91,32.91,Sess02_script03_F007,neutral,2.4,2.9,neutral,2,3,angry,3,3,neutral,3,3,neutral,2,4,neutral,3,2,angry,1,1,angry,2,3,angry,3,4,neutral,2,3,neutral,3,3
123,102.53,105.965,0.03615047,0.0469956,0.064074,0.064074,32.91,32.91,Sess02_script03_M006,angry,1.8,3.4,angry,1,4,angry,2,3,neutral,2,3,angry,2,4,angry,3,4,angry,1,1,angry,2,4,angry,2,4,angry,2,3,angry,1,4
124,105.965,113.458,0.0469956,-0.02892037,0.064074,0.051259,32.91,32.91,Sess02_script03_F008,neutral,2.5,3.2,angry,1,3,neutral,4,3,neutral,3,3,angry,2,4,neutral,3,2,neutral,2,3,neutral,2,3,neutral,2,4,neutral,3,3,neutral,3,4
125,113.458,118.777,-0.02892037,-0.06507084,0.051259,0.36266,32.91,32.91,Sess02_script03_M007,angry,2.3,2.9,angry,2,3,angry,3,3,neutral,2,3,angry,2,4,angry,3,2,angry,2,2,neutral,2,3,neutral,2,3,neutral,3,3,angry,2,3
126,118.777,126.743,-0.06507084,0.03253542,0.36266,0.426735,32.91,32.91,Sess02_script03_M008,happy,3.8,3.5,happy,4,3,happy,3,4,happy,4,3,happy,4,4,happy,4,3,neutral,4,4,happy,4,3,happy,3,4,neutral,4,3,neutral,4,4
127,126.743,131.903,0.03253542,0.5350268,0.426735,0.143526,32.91,32.93,Sess02_script03_M009,happy,3.7,3.6,happy,4,3,happy,3,4,happy,4,3,happy,4,4,happy,4,4,happy,3,4,happy,4,3,happy,3,4,surprise,4,3,happy,4,4
128,131.903,137.531,0.5350268,0.02530533,0.143526,0.169156,32.93,32.89,Sess02_script03_M010,happy,4.2,3.8,happy,4,4,happy,4,3,happy,4,4,happy,4,4,happy,5,4,happy,4,4,happy,4,4,happy,4,4,happy,4,3,happy,5,4
129,137.531,139.478,0.02530533,0.3398144,0.169156,0.337031,32.89,32.89,Sess02_script03_F009,happy,4.1,3.6,happy,4,3,happy,4,3,happy,4,4,happy,4,4,happy,5,4,happy,4,4,happy,4,4,happy,4,4,happy,4,3,happy,4,3
130,139.478,146.352,0.3398144,0.06868588,0.337031,0.371631,32.89,32.89,Sess02_script03_M011,happy,4.2,3.8,happy,4,4,happy,4,3,surprise,4,4,happy,4,4,happy,5,4,happy,4,4,happy,4,4,happy,4,4,happy,4,3,happy,5,4
131,146.352,149.845,0.06868588,-0.02892037,0.371631,0.153778,32.89,32.89,Sess02_script03_F010,surprise,4.2,4.3,surprise,4,5,surprise,4,4,surprise,4,4,surprise,5,5,happy,5,5,surprise,4,4,happy,4,5,surprise,4,4,surprise,4,3,happy,4,4
132,149.845,151.315,-0.02892037,-0.08676112,0.153778,0.235793,32.89,32.89,Sess02_script03_M012,surprise,4.3,4,surprise,4,4,surprise,4,4,surprise,4,4,surprise,5,5,surprise,5,4,surprise,4,4,happy,4,5,surprise,4,4,surprise,4,3,surprise,5,3
133,151.315,152.008,-0.08676112,-0.003615046,0.235793,0.369068,32.89,32.89,Sess02_script03_F011,surprise,4.2,4,surprise,4,4,surprise,4,4,surprise,4,4,surprise,5,5,surprise,5,4,surprise,4,4,happy,4,5,surprise,4,4,surprise,4,3,surprise,4,3
134,152.008,156.065,-0.003615046,0.007230093,0.369068,0.620239,32.89,32.89,Sess02_script03_M013,surprise,4.4,4.4,surprise,4,4,surprise,5,4,surprise,4,4,happy,5,5,surprise,5,5,surprise,4,5,happy,4,5,surprise,4,4,surprise,4,4,surprise,5,4
135,156.065,156.399,0.007230093,0.003615046,0.620239,0.64715,32.89,32.89,Sess02_script03_F012,surprise,4.2,4.3,surprise,3,4,surprise,5,4,surprise,4,4,happy,5,5,surprise,5,5,surprise,4,5,happy,4,5,surprise,4,4,neutral,4,3,surprise,4,4
136,156.399,157.354,0.003615046,-0.003615046,0.64715,0.668935,32.89,32.91,Sess02_script03_M014,happy;surprise,4.3,4.3,surprise,4,4,happy,5,4,neutral,4,4,happy,5,5,surprise,5,5,surprise,4,5,happy,4,5,happy,4,4,neutral,4,3,surprise,4,4
137,157.354,163.742,-0.003615046,-0.02530533,0.668935,0.320638,32.91,32.87,Sess02_script03_F013,surprise,4.6,4.3,surprise,5,4,happy,5,4,surprise,4,4,happy,5,5,surprise,5,5,surprise,5,5,happy,4,5,happy,4,4,neutral,4,3,surprise,5,4
138,163.742,168.215,-0.02530533,-0.01446019,0.320638,0.357801,32.87,32.87,Sess02_script03_M015,surprise,4.5,4.3,surprise,4,4,surprise,5,4,happy,4,4,surprise,5,5,surprise,5,5,surprise,5,5,happy,4,5,happy,4,4,surprise,4,3,neutral,5,4
139,168.215,174.506,-0.01446019,-0.0469956,0.357801,0.058948,32.87,32.87,Sess02_script03_M016,surprise,3.6,3.2,surprise,2,2,neutral,5,4,surprise,3,3,surprise,5,5,surprise,5,2,surprise,3,3,neutral,3,3,surprise,4,4,neutral,3,3,neutral,3,3
140,174.506,180.44,-0.0469956,-0.06507084,0.058948,0.41392,32.87,32.87,Sess02_script03_F014,surprise,3.7,3.3,surprise,3,2,neutral,5,4,surprise,3,3,surprise,5,5,surprise,5,3,surprise,3,3,neutral,3,3,surprise,4,4,neutral,3,3,neutral,3,3
141,180.44,185.694,-0.06507084,-0.01446019,0.41392,0.357534,32.87,32.84,Sess02_script03_M017,surprise,3.9,3.2,surprise,4,2,happy,4,4,surprise,4,3,surprise,5,5,surprise,4,4,surprise,3,2,neutral,3,2,happy,4,4,neutral,4,3,neutral,4,3
142,185.694,188.596,-0.01446019,0.05784074,0.357534,0.371631,32.84,32.84,Sess02_script03_F015,happy,4.3,3.7,surprise,4,3,happy,5,4,happy,4,4,happy,5,5,surprise,4,4,happy,4,4,happy,4,3,happy,5,4,neutral,4,3,happy,4,3
143,188.596,193.337,0.05784074,0.02169028,0.371631,0.340875,32.84,32.84,Sess02_script03_M018,happy,4.5,4.2,happy,4,3,happy,4,5,happy,4,4,happy,5,5,happy,5,4,happy,5,5,happy,5,4,happy,5,5,happy,4,3,happy,4,4
144,193.337,194.604,0.02169028,-0.09037616,0.340875,0.346001,32.84,32.84,Sess02_script03_F016,happy,4.6,4.1,happy,4,3,happy,4,4,happy,4,4,happy,5,5,happy,5,4,happy,5,5,happy,5,4,happy,5,5,happy,4,3,happy,5,4
145,194.604,199.368,-0.09037616,-0.07230093,0.346001,0.308838,32.84,32.83,Sess02_script03_M019,happy,4.9,4.9,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,4,4,happy,5,5
146,199.368,202.948,-0.07230093,0.06145579,0.308838,0.299868,32.83,32.84,Sess02_script03_F017,happy,4.9,4.8,happy,5,5,happy,5,5,surprise,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,4,3,happy,5,5
147,202.948,205.698,0.06145579,-0.03253542,0.299868,0.402386,32.84,32.84,Sess02_script03_M020,happy,4.9,4.8,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,surprise,4,3,happy,5,5
148,205.698,208.063,-0.03253542,0.09399121,0.402386,0.128149,32.84,32.87,Sess02_script03_F018,happy,4.9,4.7,happy,5,5,happy,5,5,happy,5,4,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,5,5,happy,4,3,happy,5,5
149,208.063,210.861,0.09399121,0.09399121,0.128149,0.570261,32.87,32.84,Sess02_script03_M021,happy,4.7,4.6,happy,5,5,happy,4,5,surprise,4,4,happy,5,5,happy,5,5,happy,5,5,happy,5,5,surprise,5,5,surprise,4,3,angry,5,4
150,210.861,214.284,0.09399121,0,0.570261,0.557446,32.84,32.84,Sess02_script03_F019,happy,4.8,4.7,happy,5,5,happy,5,5,happy,4,4,happy,5,5,happy,5,5,surprise,5,5,happy,5,5,happy,5,5,neutral,4,3,happy,5,5
151,214.284,219.028,0,0.1301417,0.557446,0.461335,32.84,32.81,Sess02_script03_M022,happy,4.9,4.8,happy,5,5,surprise,5,5,happy,5,5,happy,5,5,surprise,5,5,surprise,5,5,happy,5,5,happy,5,5,surprise,4,3,happy,5,5
152,219.028,227.68,0.1301417,0.09760625,0.461335,0.62435,32.81,32.77,Sess02_script03_F020,happy,4.8,4.7,happy,5,5,happy,5,5,surprise,5,4,happy,5,5,surprise,5,5,neutral,5,5,happy,5,5,happy,5,5,surprise,3,3,happy,5,5
153,227.68,231.682,0.09760625,0.01084514,0.62435,0.464165,32.77,32.79,Sess02_script03_M023,neutral,3.8,3.9,neutral,3,3,neutral,4,4,surprise,3,3,happy,5,4,neutral,4,4,surprise,4,5,surprise,4,4,happy,5,5,neutral,3,3,neutral,3,4
154,231.682,233.414,0.01084514,-0.1192965,0.464165,0.355238,32.79,32.79,Sess02_script03_F021,neutral,3.5,3.7,neutral,3,3,neutral,3,3,surprise,3,4,surprise,5,4,neutral,4,4,surprise,4,5,neutral,3,3,happy,4,5,neutral,3,3,neutral,3,3
155,233.414,237.17,-0.1192965,-0.03615047,0.355238,0.755062,32.79,32.81,Sess02_script03_M024,neutral,3,3.4,fear,2,3,fear,2,3,neutral,3,3,fear,5,4,neutral,4,2,neutral,3,5,disgust,2,3,happy,4,5,neutral,3,3,neutral,2,3
156,237.17,241.676,-0.03615047,0,0.755062,0.535928,32.81,32.79,Sess02_script03_F022,neutral,3,3.3,fear,2,2,fear,3,3,neutral,3,3,fear,4,4,neutral,4,4,neutral,3,3,disgust,2,3,neutral,4,5,neutral,3,3,fear,2,3
157,241.676,259.429,0,0.02892037,0.535928,0.569246,32.79,32.81,Sess02_script03_M025,fear,2.5,3.7,fear,1,4,fear,2,3,fear,3,3,fear,2,4,fear,4,4,neutral,4,4,fear,2,3,fear,2,4,neutral,3,4,fear,2,4
158,259.429,264.014,0.02892037,0,0.569246,0.505172,32.81,32.79,Sess02_script03_F023,neutral,2.8,3.3,fear,2,3,neutral,3,3,surprise,3,3,fear,3,4,neutral,4,3,neutral,4,4,neutral,2,3,fear,2,4,neutral,3,3,neutral,2,3
159,264.014,272.198,0,-0.1120664,0.505172,0.343705,32.79,32.68,Sess02_script03_M026,neutral,3.3,3.4,disgust,4,3,disgust,2,3,neutral,3,3,happy,3,4,happy,4,4,neutral,4,4,neutral,4,3,disgust,3,4,happy,4,3,neutral,2,3
160,272.198,275.797,-0.1120664,-0.03976551,0.343705,0.344986,32.68,32.73,Sess02_script03_F024,happy,3.9,3.7,happy,4,3,neutral,3,3,neutral,4,4,happy,5,5,happy,4,4,happy,4,4,happy,4,4,neutral,4,4,happy,3,3,happy,4,3
161,275.797,276.477,-0.03976551,-0.07591598,0.344986,0.338579,32.73,32.71,Sess02_script03_M027,neutral,3.4,3.3,neutral,3,3,neutral,4,3,neutral,3,3,happy,4,3,happy,4,4,neutral,4,4,neutral,3,3,neutral,3,4,neutral,3,3,neutral,3,3
162,276.477,283.871,-0.07591598,-0.1265266,0.338579,0.612817,32.71,32.5,Sess02_script03_F025,happy,3.8,3.5,happy,4,3,happy,4,3,neutral,3,4,happy,4,3,happy,4,4,happy,4,4,happy,4,4,happy,4,4,neutral,3,3,neutral,4,3
163,283.871,295.176,-0.1265266,-0.01084514,0.612817,0.516706,32.5,32.66,Sess02_script03_M028,happy,4.1,3.9,happy,4,4,surprise,3,4,happy,4,4,happy,5,4,happy,4,4,happy,4,4,happy,5,4,happy,4,4,happy,4,3,happy,4,4
164,295.176,299.618,-0.01084514,-0.0542257,0.516706,0.557713,32.66,32.68,Sess02_script03_F026,happy,4.1,3.8,happy,4,4,happy,4,4,happy,4,4,happy,4,4,happy,4,4,happy,4,4,happy,5,4,happy,4,4,surprise,4,3,happy,4,3
165,299.618,307.895,-0.0542257,-0.02892037,0.557713,0.537209,32.68,32.5,Sess02_script03_M029,happy,4.1,3.8,happy,4,4,happy,4,4,happy,4,4,happy,4,4,happy,4,4,happy,4,4,happy,4,3,happy,4,4,happy,4,3,happy,5,4
166,307.895,322.866,-0.02892037,-0.03615047,0.537209,0.558995,32.5,32.55,Sess02_script03_F027,happy,3.5,3.5,disgust,2,3,neutral,3,4,happy,4,4,happy,4,3,happy,4,4,happy,4,4,neutral,4,3,disgust,2,4,neutral,4,3,happy,4,3
167,322.866,334.396,-0.03615047,-0.02169028,0.558995,0.566683,32.55,32.39,Sess02_script03_M030,happy,3.3,3.2,happy,3,3,happy,4,3,neutral,3,4,happy,4,3,happy,4,3,happy,4,4,neutral,3,3,disgust,2,3,neutral,3,3,neutral,3,3
168,334.396,337.385,-0.02169028,0.007230093,0.566683,0.565402,32.39,32.37,Sess02_script03_F028,happy,4,3.5,happy,4,3,happy,4,3,happy,4,4,happy,4,4,happy,4,4,happy,4,4,neutral,4,3,happy,3,3,happy,4,3,happy,5,4
169,337.385,345.415,0.007230093,-0.007230093,0.565402,0.427002,32.37,32.53,Sess02_script03_M031,happy,4.6,4.2,happy,5,4,happy,4,5,happy,4,4,happy,5,4,happy,5,4,surprise,5,5,happy,5,4,happy,4,4,happy,4,4,happy,5,4
170,345.415,363.75,-0.007230093,-0.07230093,0.427002,0.216838,32.53,32.49,Sess02_script03_M032,happy,4.7,4.5,happy,4,5,happy,5,5,happy,4,4,happy,5,5,happy,5,5,happy,5,5,happy,5,4,happy,4,4,happy,5,3,happy,5,5
171,4.283,28.606,-0.01084514,-0.02530533,0.378038,0.37932,32.03,32.11,Sess02_script04_M001,surprise,2,2.9,surprise,2,2,surprise,2,2,surprise,2,4,surprise,2,4,surprise,1,4,fear,1,1,fear,3,2,surprise,2,4,surprise,3,3,surprise,2,3
172,28.606,33.627,-0.02530533,0.003615046,0.37932,0.384446,32.11,32.11,Sess02_script04_F001,surprise,2,2.9,surprise,1,2,surprise,2,2,surprise,2,4,surprise,2,4,surprise,2,4,fear,1,1,fear,3,2,surprise,2,4,neutral,3,3,surprise,2,3
173,33.627,49.401,0.003615046,-0.01807523,0.384446,0.390853,32.11,32.15,Sess02_script04_M002,angry,1.5,3.9,angry,1,4,angry,2,4,angry,2,4,angry,1,5,angry,1,5,angry,1,1,angry,2,4,angry,2,4,angry,2,4,angry,1,4
174,49.401,53.985,-0.01807523,-0.03976551,0.390853,0.393416,32.15,32.18,Sess02_script04_F002,neutral;angry;surprise,1.9,3.2,surprise,2,3,neutral,2,3,angry,2,4,surprise,1,4,fear,1,4,angry,1,1,neutral,3,3,surprise,2,4,angry,3,3,neutral,2,3
175,53.985,64.654,-0.03976551,0.625403,0.393416,0.452364,32.18,32.18,Sess02_script04_M003,fear;surprise,1.9,3.4,surprise,2,4,surprise,2,4,fear,2,4,surprise,1,4,fear,1,4,fear,1,1,neutral,3,3,surprise,2,4,neutral,3,3,fear,2,3
176,64.654,70.58,0.625403,-0.01807523,0.452364,0.454927,32.18,32.18,Sess02_script04_F003,fear,1.9,3.3,surprise,2,4,surprise,2,3,fear,2,4,surprise,1,4,fear,1,4,fear,1,1,neutral,3,3,fear,2,4,neutral,3,3,neutral,2,3
177,70.58,95.4,-0.01807523,-0.1120664,0.454927,0.425453,32.18,32.23,Sess02_script04_M004,fear,1.7,3.3,fear,1,2,fear,2,4,fear,2,4,fear,1,5,fear,1,4,fear,1,1,fear,2,4,fear,2,4,fear,3,3,fear,2,2
178,95.4,103.385,-0.1120664,-0.07953102,0.425453,0.420327,32.23,32.23,Sess02_script04_M005,angry,1.6,3.8,fear,1,4,fear,2,4,angry,2,4,angry,1,5,angry,1,4,angry,1,1,angry,2,4,fear,2,5,angry,2,3,angry,2,4
179,103.385,104.279,-0.07953102,0,0.420327,0.416483,32.23,32.21,Sess02_script04_F004,surprise,1.8,4,surprise,2,5,surprise,2,4,surprise,2,4,surprise,1,5,surprise,1,5,surprise,1,1,surprise,2,4,fear,2,5,surprise,3,3,surprise,2,4
180,104.279,107.619,0,-0.0469956,0.416483,0.410075,32.21,32.25,Sess02_script04_M006,fear,1.8,3.6,fear,2,4,surprise,2,4,fear,2,3,neutral,1,5,fear,1,5,surprise,1,1,neutral,2,3,fear,2,5,neutral,3,3,surprise,2,3
181,107.619,116.035,-0.0469956,0.003615046,0.410075,0.404949,32.25,32.25,Sess02_script04_F005,fear,1.9,3.2,fear,2,2,surprise,2,3,fear,2,4,surprise,1,5,fear,1,4,surprise,1,1,neutral,3,3,fear,2,4,neutral,3,3,neutral,2,3
182,116.035,129.52,0.003615046,-0.08676112,0.404949,0.390853,32.25,32.25,Sess02_script04_M007,surprise,1.9,3.2,surprise,2,3,surprise,2,3,surprise,2,4,surprise,1,4,fear,2,4,fear,1,1,surprise,2,3,fear,2,4,surprise,3,3,surprise,2,3
183,129.52,137.323,-0.08676112,-0.02530533,0.390853,0.38829,32.25,32.27,Sess02_script04_F006,fear,2,3.1,fear,2,3,surprise,3,3,surprise,2,4,surprise,1,4,fear,2,4,fear,1,1,surprise,2,2,fear,2,4,neutral,3,3,fear,2,3
184,137.323,141.792,-0.02530533,-0.08314607,0.38829,0.385727,32.27,32.25,Sess02_script04_M008,neutral;surprise,1.9,3.1,surprise,2,3,neutral,2,3,surprise,2,4,surprise,1,4,surprise,2,5,fear,1,1,neutral,2,2,fear,2,4,neutral,3,3,neutral,2,2
185,141.792,167.682,-0.08314607,0.03615047,0.385727,0.387009,32.25,32.27,Sess02_script04_M009,happy,3,3.4,fear,5,4,neutral,3,4,neutral,2,3,happy,1,4,fear,4,4,happy,1,1,happy,4,3,happy,4,4,happy,4,3,happy,2,4
186,167.682,172.414,0.03615047,0.01807523,0.387009,0.376757,32.27,32.25,Sess02_script04_F007,fear,2.2,3.3,fear,2,3,surprise,2,4,neutral,2,4,fear,1,4,fear,2,4,fear,1,1,disgust,2,3,happy,4,4,neutral,4,3,happy,2,3
187,172.414,178.325,0.01807523,0.007230093,0.376757,0.369068,32.25,32.25,Sess02_script04_M010,angry,1.7,3.7,angry,2,4,angry,2,3,angry,2,4,fear,1,4,angry,1,5,angry,1,1,disgust,2,4,angry,2,4,angry,2,4,angry,2,4
188,178.325,180.535,0.007230093,-0.0469956,0.369068,0.369068,32.25,32.23,Sess02_script04_F008,angry,1.9,3.2,angry,3,3,angry,2,3,angry,2,4,fear,1,4,fear,1,5,angry,1,1,fear,2,3,angry,2,4,neutral,3,3,fear,2,2
189,180.535,188.235,-0.0469956,0.007230093,0.369068,0.366505,32.23,32.29,Sess02_script04_M011,fear,1.8,3.5,fear,2,4,surprise,2,3,neutral,2,4,surprise,1,4,fear,2,4,fear,1,1,fear,2,3,angry,2,4,angry,2,4,fear,2,4
190,188.235,190.474,0.007230093,0.07953102,0.366505,0.366505,32.29,32.27,Sess02_script04_F009,fear,2,3.4,surprise,2,4,surprise,2,3,neutral,3,4,surprise,1,4,fear,2,4,fear,1,1,fear,2,3,angry,2,4,neutral,3,3,fear,2,4
191,190.474,209.248,0.07953102,0.1156815,0.366505,0.363942,32.27,32.25,Sess02_script04_M012,neutral,2.3,3,neutral,3,3,neutral,3,3,neutral,3,3,neutral,1,4,fear,2,4,fear,1,1,neutral,2,2,fear,3,4,neutral,3,3,fear,2,3
192,209.248,218.267,0.1156815,0,0.363942,0.376757,32.25,32.27,Sess02_script04_F010,neutral,2.2,3.2,fear,2,3,neutral,3,3,neutral,2,4,surprise,1,4,fear,2,4,angry,1,1,neutral,3,3,fear,3,4,neutral,3,3,neutral,2,3
193,218.267,222.868,0,0.02892037,0.376757,0.380601,32.27,32.27,Sess02_script04_M013,angry,1.5,4.3,angry,2,5,angry,1,5,angry,2,4,angry,1,4,angry,1,5,angry,1,1,angry,2,5,angry,2,5,angry,2,4,angry,1,5
194,222.868,233.556,0.02892037,-0.01084514,0.380601,0.37932,32.27,32.25,Sess02_script04_M014,fear,1.7,3.4,fear,2,4,sad,2,3,angry,2,4,fear,1,4,fear,1,4,fear,1,1,angry,2,4,angry,2,5,neutral,3,3,fear,1,2
195,233.556,236.027,-0.01084514,0.003615046,0.37932,0.378038,32.25,32.27,Sess02_script04_F011,neutral,2.2,3.4,fear,3,4,neutral,3,3,neutral,2,4,fear,1,4,fear,2,4,fear,1,1,neutral,3,3,angry,2,5,neutral,3,3,neutral,2,3
196,236.027,246.676,0.003615046,0.02169028,0.378038,0.370349,32.27,32.27,Sess02_script04_M015,angry,1.6,3.9,angry,1,4,angry,2,4,angry,2,4,fear,1,4,fear,1,5,fear,1,1,surprise,2,4,angry,2,5,angry,2,4,angry,2,4
197,246.676,249.381,0.02169028,0.003615046,0.370349,0.374194,32.27,32.25,Sess02_script04_F012,angry;fear,1.8,3.5,fear,2,4,angry,3,3,angry,2,4,fear,1,4,fear,1,5,fear,1,1,neutral,2,3,angry,1,5,neutral,3,3,angry,2,3
198,249.381,257.242,0.003615046,-0.04338056,0.374194,0.378038,32.25,32.27,Sess02_script04_F013,angry,1.7,3.5,angry,1,4,angry,2,3,angry,2,4,fear,1,4,fear,1,5,fear,1,1,angry,3,3,angry,2,5,neutral,3,3,angry,1,3
